ID,Best Cluster
A_PuertoRico_8_1934_PB1_132_2085,29
A_PuertoRico_8_1934_PB1_132_2158,32
A_PuertoRico_8_1934_PB1_133_2130,13
A_PuertoRico_8_1934_PB1_133_2142,18
A_PuertoRico_8_1934_PB1_136_2080,-1
A_PuertoRico_8_1934_PB1_136_2113,-1
A_PuertoRico_8_1934_PB1_137_2085,-1
A_PuertoRico_8_1934_PB1_137_2094,-1
A_PuertoRico_8_1934_PB1_137_2110,14
A_PuertoRico_8_1934_PB1_137_2129,14
A_PuertoRico_8_1934_PB1_137_2141,21
A_PuertoRico_8_1934_PB1_137_2158,20
A_PuertoRico_8_1934_PB1_137_2165,14
A_PuertoRico_8_1934_PB1_137_2177,20
A_PuertoRico_8_1934_PB1_138_2092,12
A_PuertoRico_8_1934_PB1_138_2147,30
A_PuertoRico_8_1934_PB1_139_1988,32
A_PuertoRico_8_1934_PB1_139_2056,14
A_PuertoRico_8_1934_PB1_139_2129,11
A_PuertoRico_8_1934_PB1_139_2141,20
A_PuertoRico_8_1934_PB1_144_2081,34
A_PuertoRico_8_1934_PB1_144_2114,8
A_PuertoRico_8_1934_PB1_145_2168,10
A_PuertoRico_8_1934_PB1_148_2094,23
A_PuertoRico_8_1934_PB1_148_2110,14
A_PuertoRico_8_1934_PB1_148_2129,14
A_PuertoRico_8_1934_PB1_148_2141,19
A_PuertoRico_8_1934_PB1_148_2158,-1
A_PuertoRico_8_1934_PB1_149_2055,11
A_PuertoRico_8_1934_PB1_149_2092,12
A_PuertoRico_8_1934_PB1_149_2140,9
A_PuertoRico_8_1934_PB1_149_2204,30
A_PuertoRico_8_1934_PB1_155_2086,-1
A_PuertoRico_8_1934_PB1_157_2110,17
A_PuertoRico_8_1934_PB1_158_2109,33
A_PuertoRico_8_1934_PB1_158_2130,13
A_PuertoRico_8_1934_PB1_162_2094,19
A_PuertoRico_8_1934_PB1_162_2110,14
A_PuertoRico_8_1934_PB1_162_2129,14
A_PuertoRico_8_1934_PB1_162_2165,14
A_PuertoRico_8_1934_PB1_163_2072,13
A_PuertoRico_8_1934_PB1_164_2056,13
A_PuertoRico_8_1934_PB1_164_2085,6
A_PuertoRico_8_1934_PB1_164_2129,14
A_PuertoRico_8_1934_PB1_165_2166,9
A_PuertoRico_8_1934_PB1_167_200,16
A_PuertoRico_8_1934_PB1_167_2110,14
A_PuertoRico_8_1934_PB1_169_2080,30
A_PuertoRico_8_1934_PB1_170_2110,9
A_PuertoRico_8_1934_PB1_171_2092,3
A_PuertoRico_8_1934_PB1_179_2110,33
A_PuertoRico_8_1934_PB1_181_2089,23
A_PuertoRico_8_1934_PB1_1876_1899,22
A_PuertoRico_8_1934_PB1_187_2090,-1
A_PuertoRico_8_1934_PB1_187_2109,31
A_PuertoRico_8_1934_PB1_188_2081,-1
A_PuertoRico_8_1934_PB1_188_2114,0
A_PuertoRico_8_1934_PB1_1896_1928,11
A_PuertoRico_8_1934_PB1_190_2115,1
A_PuertoRico_8_1934_PB1_191_2113,2
A_PuertoRico_8_1934_PB1_192_1988,12
A_PuertoRico_8_1934_PB1_192_2037,0
A_PuertoRico_8_1934_PB1_192_2079,22
A_PuertoRico_8_1934_PB1_192_2091,21
A_PuertoRico_8_1934_PB1_192_2129,26
A_PuertoRico_8_1934_PB1_193_2057,9
A_PuertoRico_8_1934_PB1_193_2062,9
A_PuertoRico_8_1934_PB1_193_2086,19
A_PuertoRico_8_1934_PB1_193_2110,19
A_PuertoRico_8_1934_PB1_194_2005,34
A_PuertoRico_8_1934_PB1_194_2113,19
A_PuertoRico_8_1934_PB1_1953_2008,-1
A_PuertoRico_8_1934_PB1_195_1988,6
A_PuertoRico_8_1934_PB1_195_1995,12
A_PuertoRico_8_1934_PB1_195_2037,-1
A_PuertoRico_8_1934_PB1_195_2045,7
A_PuertoRico_8_1934_PB1_195_2054,13
A_PuertoRico_8_1934_PB1_195_2071,20
A_PuertoRico_8_1934_PB1_195_2091,11
A_PuertoRico_8_1934_PB1_195_2110,14
A_PuertoRico_8_1934_PB1_195_2129,15
A_PuertoRico_8_1934_PB1_195_2165,20
A_PuertoRico_8_1934_PB1_195_2177,19
A_PuertoRico_8_1934_PB1_196_1950,34
A_PuertoRico_8_1934_PB1_196_2057,-1
A_PuertoRico_8_1934_PB1_197_2037,30
A_PuertoRico_8_1934_PB1_197_2063,9
A_PuertoRico_8_1934_PB1_197_2087,0
A_PuertoRico_8_1934_PB1_198_2080,15
A_PuertoRico_8_1934_PB1_198_2102,28
A_PuertoRico_8_1934_PB1_1994_2016,34
A_PuertoRico_8_1934_PB1_199_1897,25
A_PuertoRico_8_1934_PB1_199_1971,-1
A_PuertoRico_8_1934_PB1_199_1982,27
A_PuertoRico_8_1934_PB1_199_1988,11
A_PuertoRico_8_1934_PB1_199_2056,13
A_PuertoRico_8_1934_PB1_199_2085,11
A_PuertoRico_8_1934_PB1_199_2094,15
A_PuertoRico_8_1934_PB1_199_2110,14
A_PuertoRico_8_1934_PB1_199_2129,11
A_PuertoRico_8_1934_PB1_200_2055,10
A_PuertoRico_8_1934_PB1_200_2072,11
A_PuertoRico_8_1934_PB1_201_2093,14
A_PuertoRico_8_1934_PB1_203_2110,1
A_PuertoRico_8_1934_PB1_2053_2110,9
A_PuertoRico_8_1934_PB1_2054_2092,9
A_PuertoRico_8_1934_PB1_205_2110,19
A_PuertoRico_8_1934_PB1_2070_2110,1
A_PuertoRico_8_1934_PB1_207_2109,19
A_PuertoRico_8_1934_PB1_2084_2110,11
A_PuertoRico_8_1934_PB1_2087_2109,-1
A_PuertoRico_8_1934_PB1_208_2103,17
A_PuertoRico_8_1934_PB1_208_2114,2
A_PuertoRico_8_1934_PB1_2090_2129,12
A_PuertoRico_8_1934_PB1_2109_2132,19
A_PuertoRico_8_1934_PB1_2109_2139,9
A_PuertoRico_8_1934_PB1_210_2054,0
A_PuertoRico_8_1934_PB1_2110_2166,13
A_PuertoRico_8_1934_PB1_2128_2158,7
A_PuertoRico_8_1934_PB1_213_1995,29
A_PuertoRico_8_1934_PB1_213_2045,21
A_PuertoRico_8_1934_PB1_213_2110,-1
A_PuertoRico_8_1934_PB1_215_2093,29
A_PuertoRico_8_1934_PB1_2220_2257,33
A_PuertoRico_8_1934_PB1_2225_2260,34
A_PuertoRico_8_1934_PB1_2228_2256,17
A_PuertoRico_8_1934_PB1_2230_2259,20
A_PuertoRico_8_1934_PB1_223_2054,26
A_PuertoRico_8_1934_PB1_223_2071,9
A_PuertoRico_8_1934_PB1_223_2091,19
A_PuertoRico_8_1934_PB1_231_2090,32
A_PuertoRico_8_1934_PB1_231_2109,33
A_PuertoRico_8_1934_PB1_236_1874,25
A_PuertoRico_8_1934_PB1_241_2015,33
A_PuertoRico_8_1934_PB1_253_1995,6
A_PuertoRico_8_1934_PB1_253_2054,22
A_PuertoRico_8_1934_PB1_253_2071,4
A_PuertoRico_8_1934_PB1_253_2110,17
A_PuertoRico_8_1934_PB1_254_2057,4
A_PuertoRico_8_1934_PB1_254_2062,1
A_PuertoRico_8_1934_PB1_255_2053,8
A_PuertoRico_8_1934_PB1_255_2109,27
A_PuertoRico_8_1934_PB1_256_2000,17
A_PuertoRico_8_1934_PB1_259_2084,-1
A_PuertoRico_8_1934_PB1_260_1972,24
A_PuertoRico_8_1934_PB1_261_1954,0
A_PuertoRico_8_1934_PB1_261_2054,6
A_PuertoRico_8_1934_PB1_261_2071,10
A_PuertoRico_8_1934_PB1_264_2059,4
A_PuertoRico_8_1934_PB1_268_1898,7
A_PuertoRico_8_1934_PB1_269_1969,-1
A_PuertoRico_8_1934_PB1_269_2008,23
A_PuertoRico_8_1934_PB1_269_2014,9
A_PuertoRico_8_1934_PB1_269_2016,1
A_PuertoRico_8_1934_PB1_269_2054,24
A_PuertoRico_8_1934_PB1_269_2056,-1
A_PuertoRico_8_1934_PB1_270_1935,1
A_PuertoRico_8_1934_PB1_270_2046,5
A_PuertoRico_8_1934_PB1_270_2111,9
A_PuertoRico_8_1934_PB1_271_1960,16
A_PuertoRico_8_1934_PB1_271_1973,17
A_PuertoRico_8_1934_PB1_272_1900,6
A_PuertoRico_8_1934_PB1_273_1965,8
A_PuertoRico_8_1934_PB1_277_2032,34
A_PuertoRico_8_1934_PB1_278_1898,28
A_PuertoRico_8_1934_PB1_279_1949,18
A_PuertoRico_8_1934_PB1_279_2054,-1
A_PuertoRico_8_1934_PB1_284_1973,10
A_PuertoRico_8_1934_PB1_288_1982,34
A_PuertoRico_8_1934_PB1_288_2071,17
A_PuertoRico_8_1934_PB1_290_2112,19
A_PuertoRico_8_1934_PB1_321_1898,6
A_PuertoRico_8_1934_PB1_324_1857,2
A_PuertoRico_8_1934_PB1_325_1899,26
A_PuertoRico_8_1934_PB1_326_2023,-1
A_PuertoRico_8_1934_PB1_328_1821,7
A_PuertoRico_8_1934_PB1_328_1829,16
A_PuertoRico_8_1934_PB1_328_1858,0
A_PuertoRico_8_1934_PB1_328_1906,14
A_PuertoRico_8_1934_PB1_328_2011,8
A_PuertoRico_8_1934_PB1_328_2014,4
A_PuertoRico_8_1934_PB1_328_2056,27
A_PuertoRico_8_1934_PB1_329_1898,11
A_PuertoRico_8_1934_PB1_329_1989,4
A_PuertoRico_8_1934_PB1_331_2113,17
A_PuertoRico_8_1934_PB1_334_1899,26
A_PuertoRico_8_1934_PB1_334_2006,1
A_PuertoRico_8_1934_PB1_338_1897,16
A_PuertoRico_8_1934_PB1_345_1898,1
A_PuertoRico_8_1934_PB1_346_1821,1
A_PuertoRico_8_1934_PB1_346_1829,0
A_PuertoRico_8_1934_PB1_346_1884,0
A_PuertoRico_8_1934_PB1_346_1901,10
A_PuertoRico_8_1934_PB1_346_1906,1
A_PuertoRico_8_1934_PB1_346_1942,0
A_PuertoRico_8_1934_PB1_346_1954,10
A_PuertoRico_8_1934_PB1_346_2054,29
A_PuertoRico_8_1934_PB1_346_2071,6
A_PuertoRico_8_1934_PB1_347_1898,15
A_PuertoRico_8_1934_PB1_347_1989,1
A_PuertoRico_8_1934_PB1_347_1996,17
A_PuertoRico_8_1934_PB1_350_1897,2
A_PuertoRico_8_1934_PB1_357_1899,4
A_PuertoRico_8_1934_PB1_361_1899,25
A_PuertoRico_8_1934_PB1_363_1883,25
A_PuertoRico_8_1934_PB1_364_1899,1
A_PuertoRico_8_1934_PB1_368_1897,6
A_PuertoRico_8_1934_PB1_371_1897,-1
A_PuertoRico_8_1934_PB1_372_1950,19
A_PuertoRico_8_1934_PB1_374_1885,34
A_PuertoRico_8_1934_PB1_375_1826,0
A_PuertoRico_8_1934_PB1_375_1887,16
A_PuertoRico_8_1934_PB1_375_1897,6
A_PuertoRico_8_1934_PB1_375_1928,10
A_PuertoRico_8_1934_PB1_380_1898,18
A_PuertoRico_8_1934_PB1_381_1897,11
A_PuertoRico_8_1934_PB1_381_1901,2
A_PuertoRico_8_1934_PB1_381_1928,4
A_PuertoRico_8_1934_PB1_393_1897,33
A_PuertoRico_8_1934_PB1_395_1897,0
A_PuertoRico_8_1934_PB1_409_1898,4
