ID,Best Cluster
A_PuertoRico_8_1934_PA_140_2087,17
A_PuertoRico_8_1934_PA_142_1951,-1
A_PuertoRico_8_1934_PA_142_1978,9
A_PuertoRico_8_1934_PA_142_1990,3
A_PuertoRico_8_1934_PA_146_168,6
A_PuertoRico_8_1934_PA_146_172,1
A_PuertoRico_8_1934_PA_146_1974,9
A_PuertoRico_8_1934_PA_146_1978,17
A_PuertoRico_8_1934_PA_146_1986,17
A_PuertoRico_8_1934_PA_146_1990,9
A_PuertoRico_8_1934_PA_146_2011,9
A_PuertoRico_8_1934_PA_146_2027,3
A_PuertoRico_8_1934_PA_149_183,5
A_PuertoRico_8_1934_PA_151_2076,19
A_PuertoRico_8_1934_PA_152_1911,2
A_PuertoRico_8_1934_PA_156_1868,0
A_PuertoRico_8_1934_PA_156_1990,9
A_PuertoRico_8_1934_PA_156_1992,18
A_PuertoRico_8_1934_PA_157_1961,17
A_PuertoRico_8_1934_PA_157_1973,0
A_PuertoRico_8_1934_PA_157_1979,9
A_PuertoRico_8_1934_PA_157_2028,5
A_PuertoRico_8_1934_PA_158_1881,1
A_PuertoRico_8_1934_PA_158_1925,16
A_PuertoRico_8_1934_PA_158_2075,20
A_PuertoRico_8_1934_PA_159_1936,19
A_PuertoRico_8_1934_PA_159_1977,9
A_PuertoRico_8_1934_PA_161_1943,-1
A_PuertoRico_8_1934_PA_162_2024,1
A_PuertoRico_8_1934_PA_163_1951,9
A_PuertoRico_8_1934_PA_163_1984,17
A_PuertoRico_8_1934_PA_163_2011,1
A_PuertoRico_8_1934_PA_164_1927,17
A_PuertoRico_8_1934_PA_164_1973,19
A_PuertoRico_8_1934_PA_164_1989,17
A_PuertoRico_8_1934_PA_164_2026,17
A_PuertoRico_8_1934_PA_165_1925,5
A_PuertoRico_8_1934_PA_165_1976,15
A_PuertoRico_8_1934_PA_167_1951,8
A_PuertoRico_8_1934_PA_167_1967,-1
A_PuertoRico_8_1934_PA_167_1986,9
A_PuertoRico_8_1934_PA_167_1990,9
A_PuertoRico_8_1934_PA_167_2011,2
A_PuertoRico_8_1934_PA_167_2042,0
A_PuertoRico_8_1934_PA_167_208,11
A_PuertoRico_8_1934_PA_168_1845,5
A_PuertoRico_8_1934_PA_168_1975,2
A_PuertoRico_8_1934_PA_168_2086,14
A_PuertoRico_8_1934_PA_169_1998,-1
A_PuertoRico_8_1934_PA_170_1924,-1
A_PuertoRico_8_1934_PA_171_1945,9
A_PuertoRico_8_1934_PA_171_1964,3
A_PuertoRico_8_1934_PA_171_1974,0
A_PuertoRico_8_1934_PA_172_1949,9
A_PuertoRico_8_1934_PA_172_1968,17
A_PuertoRico_8_1934_PA_173_1992,9
A_PuertoRico_8_1934_PA_177_1944,20
A_PuertoRico_8_1934_PA_178_1924,17
A_PuertoRico_8_1934_PA_179_1879,19
A_PuertoRico_8_1934_PA_179_1951,6
A_PuertoRico_8_1934_PA_179_1960,9
A_PuertoRico_8_1934_PA_179_1974,4
A_PuertoRico_8_1934_PA_179_1978,0
A_PuertoRico_8_1934_PA_179_1986,17
A_PuertoRico_8_1934_PA_179_1990,9
A_PuertoRico_8_1934_PA_179_2002,-1
A_PuertoRico_8_1934_PA_180_1985,9
A_PuertoRico_8_1934_PA_182_1943,5
A_PuertoRico_8_1934_PA_184_1990,15
A_PuertoRico_8_1934_PA_185_1923,5
A_PuertoRico_8_1934_PA_188_1851,3
A_PuertoRico_8_1934_PA_188_1903,6
A_PuertoRico_8_1934_PA_188_1952,2
A_PuertoRico_8_1934_PA_188_1987,16
A_PuertoRico_8_1934_PA_190_1925,1
A_PuertoRico_8_1934_PA_194_2042,18
A_PuertoRico_8_1934_PA_1959_1990,7
A_PuertoRico_8_1934_PA_195_1869,5
A_PuertoRico_8_1934_PA_195_1952,0
A_PuertoRico_8_1934_PA_197_1954,20
A_PuertoRico_8_1934_PA_197_1995,19
A_PuertoRico_8_1934_PA_2019_2054,-1
A_PuertoRico_8_1934_PA_2026_2048,1
A_PuertoRico_8_1934_PA_2026_2063,9
A_PuertoRico_8_1934_PA_2041_2063,9
A_PuertoRico_8_1934_PA_2046_2068,-1
A_PuertoRico_8_1934_PA_204_1945,5
A_PuertoRico_8_1934_PA_204_1990,2
A_PuertoRico_8_1934_PA_205_1952,6
A_PuertoRico_8_1934_PA_206_1924,-1
A_PuertoRico_8_1934_PA_206_232,5
A_PuertoRico_8_1934_PA_207_1844,10
A_PuertoRico_8_1934_PA_207_1873,5
A_PuertoRico_8_1934_PA_207_1879,17
A_PuertoRico_8_1934_PA_207_1916,5
A_PuertoRico_8_1934_PA_207_1937,9
A_PuertoRico_8_1934_PA_207_1945,9
A_PuertoRico_8_1934_PA_207_1948,9
A_PuertoRico_8_1934_PA_207_1960,9
A_PuertoRico_8_1934_PA_207_1990,9
A_PuertoRico_8_1934_PA_207_2063,17
A_PuertoRico_8_1934_PA_207_248,17
A_PuertoRico_8_1934_PA_208_1916,16
A_PuertoRico_8_1934_PA_208_1952,8
A_PuertoRico_8_1934_PA_208_1953,20
A_PuertoRico_8_1934_PA_208_2012,4
A_PuertoRico_8_1934_PA_211_263,17
A_PuertoRico_8_1934_PA_212_1924,6
A_PuertoRico_8_1934_PA_213_1945,11
A_PuertoRico_8_1934_PA_213_1951,20
A_PuertoRico_8_1934_PA_213_1960,-1
A_PuertoRico_8_1934_PA_213_259,1
A_PuertoRico_8_1934_PA_215_250,11
A_PuertoRico_8_1934_PA_216_1876,16
A_PuertoRico_8_1934_PA_216_1993,11
A_PuertoRico_8_1934_PA_219_1944,20
A_PuertoRico_8_1934_PA_221_1882,3
A_PuertoRico_8_1934_PA_221_1890,4
A_PuertoRico_8_1934_PA_221_1926,6
A_PuertoRico_8_1934_PA_221_2076,2
A_PuertoRico_8_1934_PA_228_1922,19
A_PuertoRico_8_1934_PA_228_1960,9
A_PuertoRico_8_1934_PA_232_1925,5
A_PuertoRico_8_1934_PA_232_2087,20
A_PuertoRico_8_1934_PA_234_1836,7
A_PuertoRico_8_1934_PA_234_1870,20
A_PuertoRico_8_1934_PA_234_1879,3
A_PuertoRico_8_1934_PA_234_1937,5
A_PuertoRico_8_1934_PA_234_1948,4
A_PuertoRico_8_1934_PA_234_1951,9
A_PuertoRico_8_1934_PA_234_1990,9
A_PuertoRico_8_1934_PA_234_2002,16
A_PuertoRico_8_1934_PA_234_259,-1
A_PuertoRico_8_1934_PA_234_302,11
A_PuertoRico_8_1934_PA_239_1944,16
A_PuertoRico_8_1934_PA_240_1925,1
A_PuertoRico_8_1934_PA_240_1935,16
A_PuertoRico_8_1934_PA_241_1863,3
A_PuertoRico_8_1934_PA_241_2070,4
A_PuertoRico_8_1934_PA_244_1818,5
A_PuertoRico_8_1934_PA_245_1873,11
A_PuertoRico_8_1934_PA_245_1948,17
A_PuertoRico_8_1934_PA_245_1960,0
A_PuertoRico_8_1934_PA_245_1974,5
A_PuertoRico_8_1934_PA_245_1990,0
A_PuertoRico_8_1934_PA_245_2092,17
A_PuertoRico_8_1934_PA_247_1945,1
A_PuertoRico_8_1934_PA_247_2011,2
A_PuertoRico_8_1934_PA_247_2017,14
A_PuertoRico_8_1934_PA_248_1938,17
A_PuertoRico_8_1934_PA_248_1968,18
A_PuertoRico_8_1934_PA_249_1875,3
A_PuertoRico_8_1934_PA_252_1947,19
A_PuertoRico_8_1934_PA_258_1844,2
A_PuertoRico_8_1934_PA_258_1879,9
A_PuertoRico_8_1934_PA_258_1922,18
A_PuertoRico_8_1934_PA_258_1948,8
A_PuertoRico_8_1934_PA_258_1967,10
A_PuertoRico_8_1934_PA_258_1974,0
A_PuertoRico_8_1934_PA_258_1990,17
A_PuertoRico_8_1934_PA_258_2063,17
A_PuertoRico_8_1934_PA_258_317,19
A_PuertoRico_8_1934_PA_259_1833,17
A_PuertoRico_8_1934_PA_259_1929,16
A_PuertoRico_8_1934_PA_259_2012,-1
A_PuertoRico_8_1934_PA_259_299,19
A_PuertoRico_8_1934_PA_268_1844,4
A_PuertoRico_8_1934_PA_268_1869,-1
A_PuertoRico_8_1934_PA_269_1509,-1
A_PuertoRico_8_1934_PA_269_1930,19
A_PuertoRico_8_1934_PA_277_1886,-1
A_PuertoRico_8_1934_PA_283_2044,13
A_PuertoRico_8_1934_PA_285_1884,17
A_PuertoRico_8_1934_PA_292_320,18
A_PuertoRico_8_1934_PA_293_1813,15
A_PuertoRico_8_1934_PA_293_1819,11
A_PuertoRico_8_1934_PA_293_1845,10
A_PuertoRico_8_1934_PA_294_1797,1
A_PuertoRico_8_1934_PA_294_1808,4
A_PuertoRico_8_1934_PA_294_1844,9
A_PuertoRico_8_1934_PA_294_1866,11
A_PuertoRico_8_1934_PA_294_1868,9
A_PuertoRico_8_1934_PA_294_1886,6
A_PuertoRico_8_1934_PA_294_2063,17
A_PuertoRico_8_1934_PA_294_317,0
A_PuertoRico_8_1934_PA_295_1864,2
A_PuertoRico_8_1934_PA_295_2013,19
A_PuertoRico_8_1934_PA_295_372,17
A_PuertoRico_8_1934_PA_297_1844,0
A_PuertoRico_8_1934_PA_297_1974,17
A_PuertoRico_8_1934_PA_299_1799,5
A_PuertoRico_8_1934_PA_299_1834,17
A_PuertoRico_8_1934_PA_299_1852,8
A_PuertoRico_8_1934_PA_301_1745,8
A_PuertoRico_8_1934_PA_301_1797,8
A_PuertoRico_8_1934_PA_301_1832,17
A_PuertoRico_8_1934_PA_301_1879,5
A_PuertoRico_8_1934_PA_301_2027,11
A_PuertoRico_8_1934_PA_304_1915,19
A_PuertoRico_8_1934_PA_305_1880,2
A_PuertoRico_8_1934_PA_316_1808,0
A_PuertoRico_8_1934_PA_316_1844,-1
A_PuertoRico_8_1934_PA_342_1745,10
A_PuertoRico_8_1934_PA_342_1844,3
A_PuertoRico_8_1934_PA_342_1873,5
A_PuertoRico_8_1934_PA_347_1875,-1
A_PuertoRico_8_1934_PA_351_1814,15
A_PuertoRico_8_1934_PA_352_1830,16
A_PuertoRico_8_1934_PA_353_1675,19
A_PuertoRico_8_1934_PA_353_1738,4
A_PuertoRico_8_1934_PA_356_1847,-1
A_PuertoRico_8_1934_PA_358_1845,16
A_PuertoRico_8_1934_PA_370_1745,-1
A_PuertoRico_8_1934_PA_382_1745,8
A_PuertoRico_8_1934_PA_388_1892,16
A_PuertoRico_8_1934_PA_390_1808,-1
A_PuertoRico_8_1934_PA_394_1727,19
A_PuertoRico_8_1934_PA_410_1749,7
A_PuertoRico_8_1934_PA_411_1745,11
A_PuertoRico_8_1934_PA_413_1675,19
A_PuertoRico_8_1934_PA_413_1692,20
A_PuertoRico_8_1934_PA_413_1716,-1
A_PuertoRico_8_1934_PA_413_1745,3
A_PuertoRico_8_1934_PA_437_1749,3
A_PuertoRico_8_1934_PA_453_1745,-1
A_PuertoRico_8_1934_PA_453_1808,18
A_PuertoRico_8_1934_PA_463_1631,0
A_PuertoRico_8_1934_PA_464_1809,1
A_PuertoRico_8_1934_PA_506_1745,10
A_PuertoRico_8_1934_PA_546_1540,20
A_PuertoRico_8_1934_PA_559_1632,16
A_PuertoRico_8_1934_PA_560_1560,-1
A_PuertoRico_8_1934_PA_561_1678,16
A_PuertoRico_8_1934_PA_646_1558,-1
A_PuertoRico_8_1934_PA_654_1527,0
A_PuertoRico_8_1934_PA_82_1953,11
A_PuertoRico_8_1934_PA_84_123,1
A_PuertoRico_8_1934_PA_84_139,-1
A_PuertoRico_8_1934_PA_84_1990,8
A_PuertoRico_8_1934_PA_84_2042,3
A_PuertoRico_8_1934_PA_84_2063,17
A_PuertoRico_8_1934_PA_85_126,17
A_PuertoRico_8_1934_PA_85_2012,4
A_PuertoRico_8_1934_PA_86_2026,19
A_PuertoRico_8_1934_PA_87_2060,20
A_PuertoRico_8_1934_PA_905_2100,12
A_PuertoRico_8_1934_PA_90_112,10
A_PuertoRico_8_1934_PA_95_195,8
A_PuertoRico_8_1934_PB1_112_2113,2
A_PuertoRico_8_1934_PB1_113_2110,8
A_PuertoRico_8_1934_PB1_113_2129,9
A_PuertoRico_8_1934_PB1_113_2141,17
A_PuertoRico_8_1934_PB1_113_2149,13
A_PuertoRico_8_1934_PB1_113_2158,17
A_PuertoRico_8_1934_PB1_113_2165,9
A_PuertoRico_8_1934_PB1_113_2177,-1
A_PuertoRico_8_1934_PB1_114_150,-1
A_PuertoRico_8_1934_PB1_114_2204,-1
A_PuertoRico_8_1934_PB1_115_138,18
A_PuertoRico_8_1934_PB1_115_140,2
A_PuertoRico_8_1934_PB1_115_2056,-1
A_PuertoRico_8_1934_PB1_115_2165,-1
A_PuertoRico_8_1934_PB1_116_2142,13
A_PuertoRico_8_1934_PB1_1189_2241,-1
A_PuertoRico_8_1934_PB1_120_1927,17
A_PuertoRico_8_1934_PB1_120_2159,17
A_PuertoRico_8_1934_PB1_122_2168,15
A_PuertoRico_8_1934_PB1_1234_2211,12
A_PuertoRico_8_1934_PB1_125_150,0
A_PuertoRico_8_1934_PB1_126_2110,9
A_PuertoRico_8_1934_PB1_126_2158,-1
A_PuertoRico_8_1934_PB1_126_2165,17
A_PuertoRico_8_1934_PB1_126_2177,13
A_PuertoRico_8_1934_PB1_127_2130,9
A_PuertoRico_8_1934_PB1_132_2085,17
A_PuertoRico_8_1934_PB1_132_2158,17
A_PuertoRico_8_1934_PB1_133_2130,9
A_PuertoRico_8_1934_PB1_133_2142,2
A_PuertoRico_8_1934_PB1_136_2080,5
A_PuertoRico_8_1934_PB1_136_2113,17
A_PuertoRico_8_1934_PB1_137_2085,9
A_PuertoRico_8_1934_PB1_137_2094,-1
A_PuertoRico_8_1934_PB1_137_2110,9
A_PuertoRico_8_1934_PB1_137_2129,9
A_PuertoRico_8_1934_PB1_137_2141,9
A_PuertoRico_8_1934_PB1_137_2158,9
A_PuertoRico_8_1934_PB1_137_2165,9
A_PuertoRico_8_1934_PB1_137_2177,9
A_PuertoRico_8_1934_PB1_138_2092,9
A_PuertoRico_8_1934_PB1_138_2147,18
A_PuertoRico_8_1934_PB1_139_1988,17
A_PuertoRico_8_1934_PB1_139_2056,9
A_PuertoRico_8_1934_PB1_139_2129,9
A_PuertoRico_8_1934_PB1_139_2141,9
A_PuertoRico_8_1934_PB1_144_2081,-1
A_PuertoRico_8_1934_PB1_144_2114,15
A_PuertoRico_8_1934_PB1_145_2168,4
A_PuertoRico_8_1934_PB1_146_2115,20
A_PuertoRico_8_1934_PB1_148_2094,7
A_PuertoRico_8_1934_PB1_148_2110,9
A_PuertoRico_8_1934_PB1_148_2129,9
A_PuertoRico_8_1934_PB1_148_2141,17
A_PuertoRico_8_1934_PB1_148_2158,5
A_PuertoRico_8_1934_PB1_149_2055,9
A_PuertoRico_8_1934_PB1_149_2092,9
A_PuertoRico_8_1934_PB1_149_2140,9
A_PuertoRico_8_1934_PB1_149_2204,18
A_PuertoRico_8_1934_PB1_155_2086,17
A_PuertoRico_8_1934_PB1_157_2110,-1
A_PuertoRico_8_1934_PB1_158_2109,-1
A_PuertoRico_8_1934_PB1_158_2130,9
A_PuertoRico_8_1934_PB1_162_2094,17
A_PuertoRico_8_1934_PB1_162_2110,9
A_PuertoRico_8_1934_PB1_162_2129,9
A_PuertoRico_8_1934_PB1_162_2165,9
A_PuertoRico_8_1934_PB1_163_2072,9
A_PuertoRico_8_1934_PB1_164_2056,9
A_PuertoRico_8_1934_PB1_164_2085,5
A_PuertoRico_8_1934_PB1_164_2129,9
A_PuertoRico_8_1934_PB1_165_2166,9
A_PuertoRico_8_1934_PB1_167_200,2
A_PuertoRico_8_1934_PB1_167_2110,9
A_PuertoRico_8_1934_PB1_169_2080,19
A_PuertoRico_8_1934_PB1_170_2110,9
A_PuertoRico_8_1934_PB1_171_2092,13
A_PuertoRico_8_1934_PB1_179_2110,19
A_PuertoRico_8_1934_PB1_181_2089,7
A_PuertoRico_8_1934_PB1_1876_1899,-1
A_PuertoRico_8_1934_PB1_187_2090,3
A_PuertoRico_8_1934_PB1_187_2109,17
A_PuertoRico_8_1934_PB1_187_2131,6
A_PuertoRico_8_1934_PB1_188_2081,-1
A_PuertoRico_8_1934_PB1_188_2114,6
A_PuertoRico_8_1934_PB1_1896_1928,9
A_PuertoRico_8_1934_PB1_190_2115,8
A_PuertoRico_8_1934_PB1_191_2113,0
A_PuertoRico_8_1934_PB1_192_1988,9
A_PuertoRico_8_1934_PB1_192_2037,6
A_PuertoRico_8_1934_PB1_192_2079,16
A_PuertoRico_8_1934_PB1_192_2091,9
A_PuertoRico_8_1934_PB1_192_2129,11
A_PuertoRico_8_1934_PB1_193_2057,9
A_PuertoRico_8_1934_PB1_193_2062,9
A_PuertoRico_8_1934_PB1_193_2086,17
A_PuertoRico_8_1934_PB1_193_2110,17
A_PuertoRico_8_1934_PB1_194_2005,19
A_PuertoRico_8_1934_PB1_194_2113,-1
A_PuertoRico_8_1934_PB1_1953_2008,3
A_PuertoRico_8_1934_PB1_195_1988,5
A_PuertoRico_8_1934_PB1_195_1995,9
A_PuertoRico_8_1934_PB1_195_2037,9
A_PuertoRico_8_1934_PB1_195_2045,10
A_PuertoRico_8_1934_PB1_195_2054,9
A_PuertoRico_8_1934_PB1_195_2071,9
A_PuertoRico_8_1934_PB1_195_2091,9
A_PuertoRico_8_1934_PB1_195_2110,9
A_PuertoRico_8_1934_PB1_195_2129,2
A_PuertoRico_8_1934_PB1_195_2165,9
A_PuertoRico_8_1934_PB1_195_2177,17
A_PuertoRico_8_1934_PB1_196_1950,18
A_PuertoRico_8_1934_PB1_196_2057,9
A_PuertoRico_8_1934_PB1_197_2037,-1
A_PuertoRico_8_1934_PB1_197_2063,9
A_PuertoRico_8_1934_PB1_197_2087,6
A_PuertoRico_8_1934_PB1_198_2080,2
A_PuertoRico_8_1934_PB1_198_2102,11
A_PuertoRico_8_1934_PB1_1994_2016,-1
A_PuertoRico_8_1934_PB1_199_1897,19
A_PuertoRico_8_1934_PB1_199_1971,17
A_PuertoRico_8_1934_PB1_199_1982,-1
A_PuertoRico_8_1934_PB1_199_1988,9
A_PuertoRico_8_1934_PB1_199_2056,9
A_PuertoRico_8_1934_PB1_199_2085,9
A_PuertoRico_8_1934_PB1_199_2094,2
A_PuertoRico_8_1934_PB1_199_2110,9
A_PuertoRico_8_1934_PB1_199_2129,9
A_PuertoRico_8_1934_PB1_200_2055,4
A_PuertoRico_8_1934_PB1_200_2072,9
A_PuertoRico_8_1934_PB1_201_2093,9
A_PuertoRico_8_1934_PB1_203_2110,8
A_PuertoRico_8_1934_PB1_2053_2110,9
A_PuertoRico_8_1934_PB1_2054_2092,9
A_PuertoRico_8_1934_PB1_205_2110,17
A_PuertoRico_8_1934_PB1_2070_2110,8
A_PuertoRico_8_1934_PB1_207_2109,17
A_PuertoRico_8_1934_PB1_2084_2110,9
A_PuertoRico_8_1934_PB1_2087_2109,-1
A_PuertoRico_8_1934_PB1_208_2103,3
A_PuertoRico_8_1934_PB1_208_2114,0
A_PuertoRico_8_1934_PB1_2090_2129,9
A_PuertoRico_8_1934_PB1_2109_2132,17
A_PuertoRico_8_1934_PB1_2109_2139,9
A_PuertoRico_8_1934_PB1_210_2054,6
A_PuertoRico_8_1934_PB1_2110_2166,9
A_PuertoRico_8_1934_PB1_2128_2158,10
A_PuertoRico_8_1934_PB1_213_1995,17
A_PuertoRico_8_1934_PB1_213_2045,9
A_PuertoRico_8_1934_PB1_213_2110,9
A_PuertoRico_8_1934_PB1_215_2093,17
A_PuertoRico_8_1934_PB1_2220_2257,18
A_PuertoRico_8_1934_PB1_2225_2260,19
A_PuertoRico_8_1934_PB1_2228_2256,3
A_PuertoRico_8_1934_PB1_2230_2259,9
A_PuertoRico_8_1934_PB1_2235_2257,-1
A_PuertoRico_8_1934_PB1_223_2054,11
A_PuertoRico_8_1934_PB1_223_2071,9
A_PuertoRico_8_1934_PB1_223_2091,17
A_PuertoRico_8_1934_PB1_231_2090,17
A_PuertoRico_8_1934_PB1_231_2109,-1
A_PuertoRico_8_1934_PB1_233_2115,19
A_PuertoRico_8_1934_PB1_236_1874,19
A_PuertoRico_8_1934_PB1_241_2015,-1
A_PuertoRico_8_1934_PB1_252_2092,16
A_PuertoRico_8_1934_PB1_253_1995,5
A_PuertoRico_8_1934_PB1_253_2054,10
A_PuertoRico_8_1934_PB1_253_2071,0
A_PuertoRico_8_1934_PB1_253_2110,3
A_PuertoRico_8_1934_PB1_254_2057,1
A_PuertoRico_8_1934_PB1_254_2062,8
A_PuertoRico_8_1934_PB1_255_2053,15
A_PuertoRico_8_1934_PB1_255_2109,7
A_PuertoRico_8_1934_PB1_256_2000,3
A_PuertoRico_8_1934_PB1_258_1897,-1
A_PuertoRico_8_1934_PB1_258_2116,20
A_PuertoRico_8_1934_PB1_259_2084,5
A_PuertoRico_8_1934_PB1_260_1972,8
