ID,Best Cluster
B_Yamagata_16_1988_PB1_384_1942,2
B_Yamagata_16_1988_PB1_386_1934,8
B_Yamagata_16_1988_PB1_387_1920,7
B_Yamagata_16_1988_PB1_399_1902,8
B_Yamagata_16_1988_PB1_404_1919,0
B_Yamagata_16_1988_PB1_443_1647,10
B_Yamagata_16_1988_PB1_451_1933,10
B_Yamagata_16_1988_PB1_451_1945,6
B_Yamagata_16_1988_PB1_452_1771,1
B_Yamagata_16_1988_PB1_460_1941,13
B_Yamagata_16_1988_PB1_463_1770,0
B_Yamagata_16_1988_PB1_505_1738,1
B_Yamagata_16_1988_PB1_509_1744,7
B_Yamagata_16_1988_PB1_509_1890,7
B_Yamagata_16_1988_PB1_510_1738,5
B_Yamagata_16_1988_PB1_514_1832,5
B_Yamagata_16_1988_PB1_517_1900,8
B_Yamagata_16_1988_PB1_521_1738,13
B_Yamagata_16_1988_PB1_529_1769,13
B_Yamagata_16_1988_PB1_529_1815,5
B_Yamagata_16_1988_PB1_535_1781,2
B_Yamagata_16_1988_PB1_542_1768,7
B_Yamagata_16_1988_PB1_542_1776,5
B_Yamagata_16_1988_PB1_542_1778,10
B_Yamagata_16_1988_PB1_542_1845,1
B_Yamagata_16_1988_PB1_542_1856,5
B_Yamagata_16_1988_PB1_542_1863,10
B_Yamagata_16_1988_PB1_579_1737,13
B_Yamagata_16_1988_PB1_585_1750,6
B_Yamagata_16_1988_PB1_585_1772,4
B_Yamagata_16_1988_PB1_589_1764,4
B_Yamagata_16_1988_PB1_594_1799,13
B_Yamagata_16_1988_PB1_597_1746,0
B_Yamagata_16_1988_PB1_597_1776,7
B_Yamagata_16_1988_PB1_598_1738,7
B_Yamagata_16_1988_PB1_615_1783,13
B_Yamagata_16_1988_PB1_623_1757,7
B_Yamagata_16_1988_PB1_624_1756,-1
B_Yamagata_16_1988_PB1_627_1750,7
B_Yamagata_16_1988_PB1_627_1772,7
B_Yamagata_16_1988_PB1_632_1737,8
B_Yamagata_16_1988_PB1_633_1745,8
B_Yamagata_16_1988_PB1_633_1747,8
B_Yamagata_16_1988_PB1_633_1756,12
B_Yamagata_16_1988_PB1_633_1903,13
B_Yamagata_16_1988_PB1_638_1738,7
B_Yamagata_16_1988_PB1_638_1744,6
B_Yamagata_16_1988_PB1_638_1746,5
B_Yamagata_16_1988_PB1_638_1755,8
B_Yamagata_16_1988_PB1_639_1737,6
B_Yamagata_16_1988_PB1_641_1933,12
B_Yamagata_16_1988_PB1_642_1741,5
B_Yamagata_16_1988_PB1_644_1722,11
B_Yamagata_16_1988_PB1_644_1727,-1
B_Yamagata_16_1988_PB1_644_1737,6
B_Yamagata_16_1988_PB1_645_1745,10
B_Yamagata_16_1988_PB1_645_1756,13
B_Yamagata_16_1988_PB1_647_1749,7
B_Yamagata_16_1988_PB1_648_1732,1
B_Yamagata_16_1988_PB1_648_1742,13
B_Yamagata_16_1988_PB1_649_1737,9
B_Yamagata_16_1988_PB1_650_1735,7
B_Yamagata_16_1988_PB1_693_1594,8
B_Yamagata_16_1988_PB1_693_1695,8
B_Yamagata_16_1988_PB1_697_1594,4
B_Yamagata_16_1988_PB1_703_1586,13
B_Yamagata_16_1988_PB1_703_1680,13
B_Yamagata_16_1988_PB1_716_1573,8
B_Yamagata_16_1988_PB1_717_1576,13
B_Yamagata_16_1988_PB1_719_1574,5
B_Yamagata_16_1988_PB1_720_1574,8
B_Yamagata_16_1988_PB1_722_1574,7
B_Yamagata_16_1988_PB1_728_1555,0
B_Yamagata_16_1988_PB1_728_1556,13
B_Yamagata_16_1988_PB1_728_1561,7
B_Yamagata_16_1988_PB1_728_1737,0
B_Yamagata_16_1988_PB1_729_1558,10
B_Yamagata_16_1988_PB1_731_1572,6
B_Yamagata_16_1988_PB1_758_1711,10
B_Yamagata_16_1988_PB1_759_1575,13
B_Yamagata_16_1988_PB1_767_1516,1
B_Yamagata_16_1988_PB1_767_1517,0
B_Yamagata_16_1988_PB1_769_1512,7
B_Yamagata_16_1988_PB1_770_2059,-1
B_Yamagata_16_1988_PB1_771_1535,8
B_Yamagata_16_1988_PB1_775_1867,10
B_Yamagata_16_1988_PB1_776_1503,1
B_Yamagata_16_1988_PB1_777_1511,11
B_Yamagata_16_1988_PB1_777_1525,8
B_Yamagata_16_1988_PB1_794_1495,7
B_Yamagata_16_1988_PB1_794_1605,13
B_Yamagata_16_1988_PB1_795_1535,-1
B_Yamagata_16_1988_PB1_796_1541,-1
B_Yamagata_16_1988_PB1_798_1516,-1
B_Yamagata_16_1988_PB1_798_1534,0
B_Yamagata_16_1988_PB1_798_1539,13
B_Yamagata_16_1988_PB1_799_1496,6
B_Yamagata_16_1988_PB1_799_1509,7
B_Yamagata_16_1988_PB1_799_1511,11
B_Yamagata_16_1988_PB1_799_1586,11
B_Yamagata_16_1988_PB1_799_1594,4
B_Yamagata_16_1988_PB1_800_1499,13
B_Yamagata_16_1988_PB1_800_1611,7
B_Yamagata_16_1988_PB1_800_1626,6
B_Yamagata_16_1988_PB1_801_1611,13
B_Yamagata_16_1988_PB1_829_1450,8
B_Yamagata_16_1988_PB1_833_1551,12
B_Yamagata_16_1988_PB1_839_1534,11
B_Yamagata_16_1988_PB1_839_1561,13
B_Yamagata_16_1988_PB1_839_1630,13
B_Yamagata_16_1988_PB1_840_1496,0
B_Yamagata_16_1988_PB1_840_1584,13
B_Yamagata_16_1988_PB1_840_1586,1
B_Yamagata_16_1988_PB1_848_1568,7
B_Yamagata_16_1988_PB1_848_1572,13
B_Yamagata_16_1988_PB1_848_1607,1
B_Yamagata_16_1988_PB1_873_1593,13
B_Yamagata_16_1988_PB1_873_1596,-1
B_Yamagata_16_1988_PB1_946_2047,6
B_Yamagata_16_1988_PB2_147_2149,13
B_Yamagata_16_1988_PB2_161_2211,3
B_Yamagata_16_1988_PB2_162_2145,8
B_Yamagata_16_1988_PB2_163_2148,3
B_Yamagata_16_1988_PB2_164_2125,6
B_Yamagata_16_1988_PB2_164_2144,-1
B_Yamagata_16_1988_PB2_164_2211,3
B_Yamagata_16_1988_PB2_164_2216,-1
B_Yamagata_16_1988_PB2_164_245,-1
B_Yamagata_16_1988_PB2_1656_1905,11
B_Yamagata_16_1988_PB2_189_2144,5
B_Yamagata_16_1988_PB2_203_2052,5
B_Yamagata_16_1988_PB2_203_2208,3
B_Yamagata_16_1988_PB2_203_2213,13
B_Yamagata_16_1988_PB2_203_2230,13
B_Yamagata_16_1988_PB2_203_2262,8
B_Yamagata_16_1988_PB2_238_2143,8
B_Yamagata_16_1988_PB2_241_2144,-1
B_Yamagata_16_1988_PB2_241_2151,8
B_Yamagata_16_1988_PB2_243_2059,5
B_Yamagata_16_1988_PB2_243_2123,2
B_Yamagata_16_1988_PB2_243_2127,5
B_Yamagata_16_1988_PB2_243_2142,4
B_Yamagata_16_1988_PB2_243_2148,3
B_Yamagata_16_1988_PB2_244_2055,4
B_Yamagata_16_1988_PB2_244_2086,3
B_Yamagata_16_1988_PB2_244_2125,3
B_Yamagata_16_1988_PB2_244_2135,13
B_Yamagata_16_1988_PB2_244_2142,5
B_Yamagata_16_1988_PB2_244_2144,3
B_Yamagata_16_1988_PB2_244_2153,5
B_Yamagata_16_1988_PB2_244_2202,-1
B_Yamagata_16_1988_PB2_244_2206,4
B_Yamagata_16_1988_PB2_244_2216,-1
B_Yamagata_16_1988_PB2_244_2233,2
B_Yamagata_16_1988_PB2_244_2238,10
B_Yamagata_16_1988_PB2_244_2242,4
B_Yamagata_16_1988_PB2_244_2257,13
B_Yamagata_16_1988_PB2_244_2265,5
B_Yamagata_16_1988_PB2_244_2290,12
B_Yamagata_16_1988_PB2_245_1948,-1
B_Yamagata_16_1988_PB2_245_2139,-1
B_Yamagata_16_1988_PB2_245_2212,4
B_Yamagata_16_1988_PB2_247_2009,-1
B_Yamagata_16_1988_PB2_252_2063,-1
B_Yamagata_16_1988_PB2_270_1836,-1
B_Yamagata_16_1988_PB2_277_2072,5
B_Yamagata_16_1988_PB2_291_1632,12
B_Yamagata_16_1988_PB2_31_62,5
B_Yamagata_16_1988_PB2_343_1877,13
B_Yamagata_16_1988_PB2_358_1954,5
B_Yamagata_16_1988_PB2_391_1949,3
B_Yamagata_16_1988_PB2_397_2054,3
B_Yamagata_16_1988_PB2_405_1889,7
B_Yamagata_16_1988_PB2_417_1927,6
B_Yamagata_16_1988_PB2_418_2036,7
B_Yamagata_16_1988_PB2_427_1917,5
B_Yamagata_16_1988_PB2_428_1928,13
B_Yamagata_16_1988_PB2_428_2211,4
B_Yamagata_16_1988_PB2_429_1909,2
B_Yamagata_16_1988_PB2_429_454,8
B_Yamagata_16_1988_PB2_42_66,13
B_Yamagata_16_1988_PB2_43_68,2
B_Yamagata_16_1988_PB2_445_1962,-1
B_Yamagata_16_1988_PB2_446_1952,-1
B_Yamagata_16_1988_PB2_446_2022,7
B_Yamagata_16_1988_PB2_457_2080,13
B_Yamagata_16_1988_PB2_461_1997,2
B_Yamagata_16_1988_PB2_462_2061,11
B_Yamagata_16_1988_PB2_466_1979,5
B_Yamagata_16_1988_PB2_469_1917,5
B_Yamagata_16_1988_PB2_47_73,5
B_Yamagata_16_1988_PB2_481_1926,-1
B_Yamagata_16_1988_PB2_481_1978,13
B_Yamagata_16_1988_PB2_499_1786,8
B_Yamagata_16_1988_PB2_49_72,4
B_Yamagata_16_1988_PB2_504_2077,10
B_Yamagata_16_1988_PB2_576_1872,8
B_Yamagata_16_1988_PB2_585_1769,11
B_Yamagata_16_1988_PB2_586_1758,12
B_Yamagata_16_1988_PB2_589_1771,13
B_Yamagata_16_1988_PB2_589_1874,8
B_Yamagata_16_1988_PB2_591_1758,13
B_Yamagata_16_1988_PB2_607_1907,8
B_Yamagata_16_1988_PB2_608_1748,8
B_Yamagata_16_1988_PB2_609_1837,13
B_Yamagata_16_1988_PB2_610_1761,10
B_Yamagata_16_1988_PB2_610_2070,10
B_Yamagata_16_1988_PB2_611_1857,13
B_Yamagata_16_1988_PB2_617_1747,8
B_Yamagata_16_1988_PB2_620_1740,8
B_Yamagata_16_1988_PB2_622_1752,8
B_Yamagata_16_1988_PB2_623_1736,6
B_Yamagata_16_1988_PB2_623_1738,1
B_Yamagata_16_1988_PB2_624_1734,13
B_Yamagata_16_1988_PB2_625_1616,10
B_Yamagata_16_1988_PB2_634_1634,8
B_Yamagata_16_1988_PB2_639_1663,1
B_Yamagata_16_1988_PB2_647_1621,-1
B_Yamagata_16_1988_PB2_707_1613,12
B_Yamagata_16_1988_PB2_716_1872,13
B_Yamagata_16_1988_PB2_733_1752,9
B_Yamagata_16_1988_PB2_739_1753,9
B_Yamagata_16_1988_PB2_741_1753,11
B_Yamagata_16_1988_PB2_748_2068,10
B_Yamagata_16_1988_PB2_841_1575,5
B_Yamagata_16_1988_PB2_919_1483,13
