ID,Best Cluster
B_Yamagata_16_1988_PB1_399_1902,1
B_Yamagata_16_1988_PB1_404_1919,2
B_Yamagata_16_1988_PB1_443_1647,13
B_Yamagata_16_1988_PB1_451_1933,10
B_Yamagata_16_1988_PB1_451_1945,6
B_Yamagata_16_1988_PB1_452_1771,12
B_Yamagata_16_1988_PB1_460_1941,13
B_Yamagata_16_1988_PB1_463_1770,2
B_Yamagata_16_1988_PB1_505_1738,12
B_Yamagata_16_1988_PB1_509_1744,5
B_Yamagata_16_1988_PB1_509_1890,5
B_Yamagata_16_1988_PB1_510_1738,0
B_Yamagata_16_1988_PB1_514_1832,0
B_Yamagata_16_1988_PB1_517_1900,1
B_Yamagata_16_1988_PB1_529_1815,0
B_Yamagata_16_1988_PB1_535_1781,11
B_Yamagata_16_1988_PB1_542_1768,5
B_Yamagata_16_1988_PB1_542_1776,0
B_Yamagata_16_1988_PB1_542_1778,13
B_Yamagata_16_1988_PB1_542_1845,12
B_Yamagata_16_1988_PB1_542_1856,0
B_Yamagata_16_1988_PB1_542_1863,13
B_Yamagata_16_1988_PB1_585_1750,6
B_Yamagata_16_1988_PB1_585_1772,4
B_Yamagata_16_1988_PB1_589_1764,4
B_Yamagata_16_1988_PB1_597_1746,2
B_Yamagata_16_1988_PB1_597_1776,5
B_Yamagata_16_1988_PB1_598_1738,5
B_Yamagata_16_1988_PB1_615_1783,13
B_Yamagata_16_1988_PB1_623_1757,5
B_Yamagata_16_1988_PB1_624_1756,7
B_Yamagata_16_1988_PB1_627_1750,5
B_Yamagata_16_1988_PB1_627_1772,5
B_Yamagata_16_1988_PB1_632_1737,2
B_Yamagata_16_1988_PB1_633_1745,1
B_Yamagata_16_1988_PB1_633_1747,1
B_Yamagata_16_1988_PB1_633_1756,7
B_Yamagata_16_1988_PB1_633_1903,13
B_Yamagata_16_1988_PB1_638_1738,5
B_Yamagata_16_1988_PB1_638_1744,3
B_Yamagata_16_1988_PB1_638_1746,0
B_Yamagata_16_1988_PB1_638_1755,1
B_Yamagata_16_1988_PB1_639_1737,6
B_Yamagata_16_1988_PB1_642_1741,0
B_Yamagata_16_1988_PB1_644_1722,13
B_Yamagata_16_1988_PB1_644_1727,6
B_Yamagata_16_1988_PB1_644_1737,6
B_Yamagata_16_1988_PB1_645_1745,9
B_Yamagata_16_1988_PB1_647_1749,5
B_Yamagata_16_1988_PB1_648_1732,12
B_Yamagata_16_1988_PB1_648_1742,13
B_Yamagata_16_1988_PB1_649_1737,13
B_Yamagata_16_1988_PB1_650_1735,5
B_Yamagata_16_1988_PB1_693_1594,1
B_Yamagata_16_1988_PB1_693_1695,1
B_Yamagata_16_1988_PB1_697_1594,10
B_Yamagata_16_1988_PB1_716_1573,1
B_Yamagata_16_1988_PB1_717_1576,3
B_Yamagata_16_1988_PB1_720_1574,1
B_Yamagata_16_1988_PB1_722_1574,5
B_Yamagata_16_1988_PB1_728_1555,2
B_Yamagata_16_1988_PB1_728_1556,7
B_Yamagata_16_1988_PB1_728_1561,5
B_Yamagata_16_1988_PB1_728_1737,2
B_Yamagata_16_1988_PB1_729_1558,9
B_Yamagata_16_1988_PB1_731_1572,6
B_Yamagata_16_1988_PB1_758_1711,9
B_Yamagata_16_1988_PB1_767_1516,-1
B_Yamagata_16_1988_PB1_767_1517,2
B_Yamagata_16_1988_PB1_769_1512,5
B_Yamagata_16_1988_PB1_771_1535,1
B_Yamagata_16_1988_PB1_775_1867,9
B_Yamagata_16_1988_PB1_776_1503,12
B_Yamagata_16_1988_PB1_777_1511,13
B_Yamagata_16_1988_PB1_794_1495,5
B_Yamagata_16_1988_PB1_795_1535,-1
B_Yamagata_16_1988_PB1_796_1541,6
B_Yamagata_16_1988_PB1_798_1516,13
B_Yamagata_16_1988_PB1_798_1534,2
B_Yamagata_16_1988_PB1_798_1539,13
B_Yamagata_16_1988_PB1_799_1496,6
B_Yamagata_16_1988_PB1_799_1509,5
B_Yamagata_16_1988_PB1_799_1511,13
B_Yamagata_16_1988_PB1_799_1594,10
B_Yamagata_16_1988_PB1_800_1499,3
B_Yamagata_16_1988_PB1_800_1611,5
B_Yamagata_16_1988_PB1_800_1626,6
B_Yamagata_16_1988_PB1_801_1611,3
B_Yamagata_16_1988_PB1_833_1551,13
B_Yamagata_16_1988_PB1_839_1534,7
B_Yamagata_16_1988_PB1_840_1496,2
B_Yamagata_16_1988_PB1_840_1586,12
B_Yamagata_16_1988_PB1_848_1568,5
B_Yamagata_16_1988_PB1_848_1607,12
B_Yamagata_16_1988_PB1_873_1593,7
B_Yamagata_16_1988_PB1_873_1596,7
B_Yamagata_16_1988_PB2_161_2211,8
B_Yamagata_16_1988_PB2_162_2145,1
B_Yamagata_16_1988_PB2_163_2148,8
B_Yamagata_16_1988_PB2_164_2125,8
B_Yamagata_16_1988_PB2_164_2144,-1
B_Yamagata_16_1988_PB2_164_2211,8
B_Yamagata_16_1988_PB2_164_2216,10
B_Yamagata_16_1988_PB2_164_245,4
B_Yamagata_16_1988_PB2_1656_1905,12
B_Yamagata_16_1988_PB2_189_2144,0
B_Yamagata_16_1988_PB2_203_2052,0
B_Yamagata_16_1988_PB2_203_2208,8
B_Yamagata_16_1988_PB2_203_2213,3
B_Yamagata_16_1988_PB2_203_2230,13
B_Yamagata_16_1988_PB2_203_2262,11
B_Yamagata_16_1988_PB2_238_2143,1
B_Yamagata_16_1988_PB2_241_2144,1
B_Yamagata_16_1988_PB2_241_2151,11
B_Yamagata_16_1988_PB2_243_2123,11
B_Yamagata_16_1988_PB2_243_2127,0
B_Yamagata_16_1988_PB2_243_2142,4
B_Yamagata_16_1988_PB2_243_2148,8
B_Yamagata_16_1988_PB2_244_2055,4
B_Yamagata_16_1988_PB2_244_2086,8
B_Yamagata_16_1988_PB2_244_2125,8
B_Yamagata_16_1988_PB2_244_2135,13
B_Yamagata_16_1988_PB2_244_2142,0
B_Yamagata_16_1988_PB2_244_2144,8
B_Yamagata_16_1988_PB2_244_2153,0
B_Yamagata_16_1988_PB2_244_2202,11
B_Yamagata_16_1988_PB2_244_2206,4
B_Yamagata_16_1988_PB2_244_2216,10
B_Yamagata_16_1988_PB2_244_2233,11
B_Yamagata_16_1988_PB2_244_2238,9
B_Yamagata_16_1988_PB2_244_2242,4
B_Yamagata_16_1988_PB2_244_2257,13
B_Yamagata_16_1988_PB2_244_2265,0
B_Yamagata_16_1988_PB2_245_1948,7
B_Yamagata_16_1988_PB2_245_2139,9
B_Yamagata_16_1988_PB2_245_2212,4
B_Yamagata_16_1988_PB2_247_2009,11
B_Yamagata_16_1988_PB2_252_2063,-1
B_Yamagata_16_1988_PB2_277_2072,0
B_Yamagata_16_1988_PB2_343_1877,7
B_Yamagata_16_1988_PB2_358_1954,0
B_Yamagata_16_1988_PB2_391_1949,8
B_Yamagata_16_1988_PB2_397_2054,8
B_Yamagata_16_1988_PB2_405_1889,5
B_Yamagata_16_1988_PB2_417_1927,6
B_Yamagata_16_1988_PB2_418_2036,5
B_Yamagata_16_1988_PB2_427_1917,0
B_Yamagata_16_1988_PB2_428_2211,4
B_Yamagata_16_1988_PB2_429_1909,11
B_Yamagata_16_1988_PB2_429_454,1
B_Yamagata_16_1988_PB2_43_68,11
B_Yamagata_16_1988_PB2_446_1952,13
B_Yamagata_16_1988_PB2_446_2022,5
B_Yamagata_16_1988_PB2_461_1997,11
B_Yamagata_16_1988_PB2_466_1979,0
B_Yamagata_16_1988_PB2_469_1917,0
B_Yamagata_16_1988_PB2_47_73,0
B_Yamagata_16_1988_PB2_481_1926,4
B_Yamagata_16_1988_PB2_49_72,4
B_Yamagata_16_1988_PB2_504_2077,9
B_Yamagata_16_1988_PB2_585_1769,13
B_Yamagata_16_1988_PB2_586_1758,13
B_Yamagata_16_1988_PB2_589_1771,13
B_Yamagata_16_1988_PB2_589_1874,1
B_Yamagata_16_1988_PB2_591_1758,3
B_Yamagata_16_1988_PB2_607_1907,1
B_Yamagata_16_1988_PB2_608_1748,1
B_Yamagata_16_1988_PB2_609_1837,13
B_Yamagata_16_1988_PB2_610_1761,9
B_Yamagata_16_1988_PB2_610_2070,9
B_Yamagata_16_1988_PB2_611_1857,3
B_Yamagata_16_1988_PB2_617_1747,1
B_Yamagata_16_1988_PB2_620_1740,1
B_Yamagata_16_1988_PB2_622_1752,1
B_Yamagata_16_1988_PB2_623_1736,6
B_Yamagata_16_1988_PB2_623_1738,12
B_Yamagata_16_1988_PB2_625_1616,13
B_Yamagata_16_1988_PB2_634_1634,1
B_Yamagata_16_1988_PB2_639_1663,12
B_Yamagata_16_1988_PB2_733_1752,13
B_Yamagata_16_1988_PB2_741_1753,13
B_Yamagata_16_1988_PB2_748_2068,9
B_Yamagata_16_1988_PB2_841_1575,0
