index,ID,UMAP1,UMAP2,Cluster,center_x,center_y
42,A_PuertoRico_8_1934_HA_107_1548,3.3699112,5.303104,5,4.0259933,4.101865
43,A_PuertoRico_8_1934_HA_107_1566,3.146934,5.1833353,5,4.0259933,4.101865
44,A_PuertoRico_8_1934_HA_107_1594,3.3040712,5.3451586,5,4.0259933,4.101865
45,A_PuertoRico_8_1934_HA_108_1386,1.3256559,4.329645,6,1.529427,3.9975543
46,A_PuertoRico_8_1934_HA_108_1534,1.2995836,4.4485326,6,1.529427,3.9975543
47,A_PuertoRico_8_1934_HA_108_1537,3.4013464,5.07848,5,4.0259933,4.101865
48,A_PuertoRico_8_1934_HA_108_1546,3.4861689,5.1334805,5,4.0259933,4.101865
49,A_PuertoRico_8_1934_HA_108_1572,1.5838779,4.285576,6,1.529427,3.9975543
50,A_PuertoRico_8_1934_HA_109_1544,9.031744,4.753517,4,8.95257,4.7213745
51,A_PuertoRico_8_1934_HA_109_1559,3.6811755,5.2320576,5,4.0259933,4.101865
52,A_PuertoRico_8_1934_HA_110_1389,3.7839525,2.1959763,3,3.2829363,0.9749601
53,A_PuertoRico_8_1934_HA_110_1554,7.6968455,6.1769953,4,8.95257,4.7213745
54,A_PuertoRico_8_1934_HA_1112_1450,1.4094146,4.4344716,6,1.529427,3.9975543
55,A_PuertoRico_8_1934_HA_111_1451,2.4481254,1.4343551,3,3.2829363,0.9749601
56,A_PuertoRico_8_1934_HA_111_1545,9.053707,4.604136,4,8.95257,4.7213745
57,A_PuertoRico_8_1934_HA_111_1547,9.540215,4.9171324,4,8.95257,4.7213745
58,A_PuertoRico_8_1934_HA_111_1583,9.097002,3.9971986,4,8.95257,4.7213745
59,A_PuertoRico_8_1934_HA_111_1593,9.00984,4.253356,4,8.95257,4.7213745
60,A_PuertoRico_8_1934_HA_111_1594,3.0137284,5.1777596,5,4.0259933,4.101865
61,A_PuertoRico_8_1934_HA_112_1498,9.05253,4.6833587,4,8.95257,4.7213745
62,A_PuertoRico_8_1934_HA_112_1502,9.038977,4.5218277,4,8.95257,4.7213745
63,A_PuertoRico_8_1934_HA_112_1512,8.883651,4.502313,4,8.95257,4.7213745
64,A_PuertoRico_8_1934_HA_112_1561,8.789175,4.4441204,4,8.95257,4.7213745
65,A_PuertoRico_8_1934_HA_112_1574,8.995082,4.5647306,4,8.95257,4.7213745
66,A_PuertoRico_8_1934_HA_112_1575,8.869074,4.5414486,4,8.95257,4.7213745
67,A_PuertoRico_8_1934_HA_112_1581,9.139834,4.8456197,4,8.95257,4.7213745
68,A_PuertoRico_8_1934_HA_112_1583,9.0102825,4.524661,4,8.95257,4.7213745
69,A_PuertoRico_8_1934_HA_113_1460,2.9669945,4.932778,5,4.0259933,4.101865
70,A_PuertoRico_8_1934_HA_113_1504,2.942852,4.7796745,5,4.0259933,4.101865
71,A_PuertoRico_8_1934_HA_113_1572,2.6786473,4.5334854,6,1.529427,3.9975543
72,A_PuertoRico_8_1934_HA_113_1645,5.9595265,5.5417013,7,6.60856,3.8232722
73,A_PuertoRico_8_1934_HA_114_1473,9.473842,4.674018,4,8.95257,4.7213745
74,A_PuertoRico_8_1934_HA_114_1538,9.504397,4.6900887,4,8.95257,4.7213745
75,A_PuertoRico_8_1934_HA_114_1547,9.5314455,4.722613,4,8.95257,4.7213745
76,A_PuertoRico_8_1934_HA_114_1570,9.487674,4.754186,4,8.95257,4.7213745
77,A_PuertoRico_8_1934_HA_114_1571,9.504645,4.7489634,4,8.95257,4.7213745
78,A_PuertoRico_8_1934_HA_114_1577,9.539004,4.807931,4,8.95257,4.7213745
79,A_PuertoRico_8_1934_HA_114_1581,9.334998,5.0247774,4,8.95257,4.7213745
80,A_PuertoRico_8_1934_HA_114_1609,9.408779,4.7105618,4,8.95257,4.7213745
81,A_PuertoRico_8_1934_HA_114_1613,9.489043,4.6068516,4,8.95257,4.7213745
82,A_PuertoRico_8_1934_HA_114_1631,9.554712,4.6723676,4,8.95257,4.7213745
83,A_PuertoRico_8_1934_HA_115_1441,5.9491487,7.383097,2,7.066384,8.303909
84,A_PuertoRico_8_1934_HA_115_1490,8.580291,4.256594,4,8.95257,4.7213745
85,A_PuertoRico_8_1934_HA_115_1519,5.8008027,7.613738,2,7.066384,8.303909
86,A_PuertoRico_8_1934_HA_115_1561,8.55483,4.3173943,4,8.95257,4.7213745
87,A_PuertoRico_8_1934_HA_115_1576,8.610249,4.4053297,4,8.95257,4.7213745
88,A_PuertoRico_8_1934_HA_115_1636,8.5649805,4.359805,4,8.95257,4.7213745
89,A_PuertoRico_8_1934_HA_116_1449,3.118709,5.0518565,5,4.0259933,4.101865
90,A_PuertoRico_8_1934_HA_116_1481,3.1327271,4.9458995,5,4.0259933,4.101865
91,A_PuertoRico_8_1934_HA_116_1488,3.3502455,5.0780826,5,4.0259933,4.101865
92,A_PuertoRico_8_1934_HA_116_1500,3.104191,5.008155,5,4.0259933,4.101865
93,A_PuertoRico_8_1934_HA_116_1504,3.1158342,4.9247084,5,4.0259933,4.101865
94,A_PuertoRico_8_1934_HA_116_1524,3.1312466,5.0405126,5,4.0259933,4.101865
95,A_PuertoRico_8_1934_HA_116_1546,3.3014498,5.157511,5,4.0259933,4.101865
96,A_PuertoRico_8_1934_HA_116_1604,3.272698,5.108706,5,4.0259933,4.101865
97,A_PuertoRico_8_1934_HA_117_1474,3.2917397,5.003305,5,4.0259933,4.101865
98,A_PuertoRico_8_1934_HA_117_1477,1.5575387,4.526475,6,1.529427,3.9975543
99,A_PuertoRico_8_1934_HA_117_1537,3.4345999,5.0411515,5,4.0259933,4.101865
100,A_PuertoRico_8_1934_HA_117_1546,3.4904716,5.1997395,5,4.0259933,4.101865
101,A_PuertoRico_8_1934_HA_117_1565,3.330102,5.0505314,5,4.0259933,4.101865
102,A_PuertoRico_8_1934_HA_117_1569,3.589949,5.085257,5,4.0259933,4.101865
103,A_PuertoRico_8_1934_HA_1186_1681,9.414204,5.219833,4,8.95257,4.7213745
104,A_PuertoRico_8_1934_HA_118_1482,3.3312058,5.0198135,5,4.0259933,4.101865
105,A_PuertoRico_8_1934_HA_118_1533,2.9356997,4.85729,5,4.0259933,4.101865
106,A_PuertoRico_8_1934_HA_118_1578,3.165361,4.5873094,5,4.0259933,4.101865
107,A_PuertoRico_8_1934_HA_118_1584,3.2843845,4.471014,5,4.0259933,4.101865
108,A_PuertoRico_8_1934_HA_118_1645,5.9189363,5.538507,7,6.60856,3.8232722
109,A_PuertoRico_8_1934_HA_119_1484,9.342586,5.1396728,4,8.95257,4.7213745
110,A_PuertoRico_8_1934_HA_119_1547,9.506176,5.010672,4,8.95257,4.7213745
111,A_PuertoRico_8_1934_HA_119_1570,9.356932,5.0908823,4,8.95257,4.7213745
112,A_PuertoRico_8_1934_HA_119_1631,9.343999,5.0691433,4,8.95257,4.7213745
113,A_PuertoRico_8_1934_HA_119_1645,6.0321574,5.578343,7,6.60856,3.8232722
114,A_PuertoRico_8_1934_HA_119_1650,9.711145,5.2386417,4,8.95257,4.7213745
115,A_PuertoRico_8_1934_HA_120_1455,8.885889,4.0488434,4,8.95257,4.7213745
116,A_PuertoRico_8_1934_HA_120_1492,8.809796,4.1750436,4,8.95257,4.7213745
117,A_PuertoRico_8_1934_HA_120_1531,8.940614,4.2412524,4,8.95257,4.7213745
118,A_PuertoRico_8_1934_HA_120_1561,8.733553,4.1685433,4,8.95257,4.7213745
119,A_PuertoRico_8_1934_HA_120_1587,8.816556,4.123807,4,8.95257,4.7213745
120,A_PuertoRico_8_1934_HA_120_1603,8.758818,4.1995835,4,8.95257,4.7213745
121,A_PuertoRico_8_1934_HA_121_1486,4.2201385,0.76772183,3,3.2829363,0.9749601
122,A_PuertoRico_8_1934_HA_121_1503,6.922653,2.2105389,7,6.60856,3.8232722
123,A_PuertoRico_8_1934_HA_122_1381,8.138286,4.742948,4,8.95257,4.7213745
124,A_PuertoRico_8_1934_HA_122_1446,8.00197,0.3522819,1,8.768135,0.6260698
125,A_PuertoRico_8_1934_HA_123_1491,6.9905143,1.1023897,1,8.768135,0.6260698
126,A_PuertoRico_8_1934_HA_123_1508,2.7111561,4.7785664,6,1.529427,3.9975543
127,A_PuertoRico_8_1934_HA_123_1545,8.983964,4.530878,4,8.95257,4.7213745
128,A_PuertoRico_8_1934_HA_124_1401,9.124634,5.010622,4,8.95257,4.7213745
129,A_PuertoRico_8_1934_HA_124_1447,9.127463,4.878922,4,8.95257,4.7213745
130,A_PuertoRico_8_1934_HA_124_1470,9.342061,5.323318,4,8.95257,4.7213745
131,A_PuertoRico_8_1934_HA_124_1507,9.284347,4.8416104,4,8.95257,4.7213745
132,A_PuertoRico_8_1934_HA_124_1547,9.429335,4.785882,4,8.95257,4.7213745
133,A_PuertoRico_8_1934_HA_124_1580,9.022354,5.1795893,4,8.95257,4.7213745
134,A_PuertoRico_8_1934_HA_124_1581,9.236615,4.9976196,4,8.95257,4.7213745
135,A_PuertoRico_8_1934_HA_1253_1345,9.042509,4.8696775,4,8.95257,4.7213745
136,A_PuertoRico_8_1934_HA_125_1648,3.0074372,4.4723,5,4.0259933,4.101865
137,A_PuertoRico_8_1934_HA_126_1343,9.335693,4.730036,4,8.95257,4.7213745
138,A_PuertoRico_8_1934_HA_126_1418,9.351659,4.8046174,4,8.95257,4.7213745
139,A_PuertoRico_8_1934_HA_126_1476,9.228654,4.6696506,4,8.95257,4.7213745
140,A_PuertoRico_8_1934_HA_126_1498,9.140056,4.706234,4,8.95257,4.7213745
141,A_PuertoRico_8_1934_HA_126_1502,9.195929,4.664133,4,8.95257,4.7213745
142,A_PuertoRico_8_1934_HA_126_1511,9.296364,4.814423,4,8.95257,4.7213745
143,A_PuertoRico_8_1934_HA_126_1518,9.15809,4.9043922,4,8.95257,4.7213745
144,A_PuertoRico_8_1934_HA_126_1532,9.425689,4.7459164,4,8.95257,4.7213745
145,A_PuertoRico_8_1934_HA_126_1533,9.265991,4.774285,4,8.95257,4.7213745
146,A_PuertoRico_8_1934_HA_126_1538,9.444405,4.743098,4,8.95257,4.7213745
147,A_PuertoRico_8_1934_HA_126_1543,9.279133,4.7882295,4,8.95257,4.7213745
148,A_PuertoRico_8_1934_HA_126_1544,9.239799,4.758757,4,8.95257,4.7213745
149,A_PuertoRico_8_1934_HA_126_1547,9.469139,4.7270865,4,8.95257,4.7213745
150,A_PuertoRico_8_1934_HA_126_1548,9.443311,4.706136,4,8.95257,4.7213745
151,A_PuertoRico_8_1934_HA_126_1560,9.296575,4.8227067,4,8.95257,4.7213745
152,A_PuertoRico_8_1934_HA_126_1567,9.332106,4.7610083,4,8.95257,4.7213745
153,A_PuertoRico_8_1934_HA_126_1581,9.348813,4.9468455,4,8.95257,4.7213745
154,A_PuertoRico_8_1934_HA_126_1602,9.288285,4.7837024,4,8.95257,4.7213745
155,A_PuertoRico_8_1934_HA_126_1659,9.304144,4.7578244,4,8.95257,4.7213745
156,A_PuertoRico_8_1934_HA_127_1485,3.3109846,4.682364,5,4.0259933,4.101865
157,A_PuertoRico_8_1934_HA_127_1543,8.801839,5.302241,4,8.95257,4.7213745
158,A_PuertoRico_8_1934_HA_127_1591,8.878383,5.212256,4,8.95257,4.7213745
159,A_PuertoRico_8_1934_HA_128_1529,3.304619,5.120272,5,4.0259933,4.101865
160,A_PuertoRico_8_1934_HA_128_1549,3.17992,7.0425897,0,2.9160502,6.9480243
161,A_PuertoRico_8_1934_HA_128_1631,3.240801,7.047982,0,2.9160502,6.9480243
162,A_PuertoRico_8_1934_HA_128_1637,3.3370492,5.2162504,5,4.0259933,4.101865
163,A_PuertoRico_8_1934_HA_129_1386,1.1861987,4.416493,6,1.529427,3.9975543
164,A_PuertoRico_8_1934_HA_129_1469,1.1569616,4.398462,6,1.529427,3.9975543
165,A_PuertoRico_8_1934_HA_129_1501,1.1735328,4.359856,6,1.529427,3.9975543
166,A_PuertoRico_8_1934_HA_129_1525,1.1531948,4.404934,6,1.529427,3.9975543
167,A_PuertoRico_8_1934_HA_129_1527,1.0895212,4.395074,6,1.529427,3.9975543
168,A_PuertoRico_8_1934_HA_129_1566,1.2683117,4.4161615,6,1.529427,3.9975543
169,A_PuertoRico_8_1934_HA_129_1586,1.1425774,4.398294,6,1.529427,3.9975543
170,A_PuertoRico_8_1934_HA_129_1653,1.1498727,4.42127,6,1.529427,3.9975543
171,A_PuertoRico_8_1934_HA_1304_1404,3.2000313,4.688284,5,4.0259933,4.101865
172,A_PuertoRico_8_1934_HA_1305_1343,8.914525,5.497918,4,8.95257,4.7213745
173,A_PuertoRico_8_1934_HA_130_1460,3.0090115,4.917474,5,4.0259933,4.101865
174,A_PuertoRico_8_1934_HA_130_1492,2.9394326,4.9084697,5,4.0259933,4.101865
175,A_PuertoRico_8_1934_HA_130_1515,2.9449794,4.8170524,5,4.0259933,4.101865
176,A_PuertoRico_8_1934_HA_130_1576,2.976942,4.828562,5,4.0259933,4.101865
177,A_PuertoRico_8_1934_HA_130_1628,2.9049554,4.5388703,5,4.0259933,4.101865
178,A_PuertoRico_8_1934_HA_130_1648,2.9460661,4.4144483,5,4.0259933,4.101865
179,A_PuertoRico_8_1934_HA_1314_1337,0.8718925,5.065508,6,1.529427,3.9975543
180,A_PuertoRico_8_1934_HA_1317_1348,1.2932799,4.4876914,6,1.529427,3.9975543
181,A_PuertoRico_8_1934_HA_131_1445,3.7427604,5.2196116,5,4.0259933,4.101865
182,A_PuertoRico_8_1934_HA_131_1456,3.5992572,5.221431,5,4.0259933,4.101865
183,A_PuertoRico_8_1934_HA_131_1457,3.7080472,5.3130155,5,4.0259933,4.101865
184,A_PuertoRico_8_1934_HA_131_1483,3.7012403,5.3089075,5,4.0259933,4.101865
185,A_PuertoRico_8_1934_HA_131_1517,3.6647024,5.313429,5,4.0259933,4.101865
186,A_PuertoRico_8_1934_HA_131_1546,3.614868,5.272354,5,4.0259933,4.101865
187,A_PuertoRico_8_1934_HA_131_1612,3.8044693,5.3369474,5,4.0259933,4.101865
188,A_PuertoRico_8_1934_HA_131_1615,3.6586878,5.402294,5,4.0259933,4.101865
189,A_PuertoRico_8_1934_HA_132_1386,1.151078,3.9083707,6,1.529427,3.9975543
190,A_PuertoRico_8_1934_HA_132_1525,1.0528213,3.9672139,6,1.529427,3.9975543
191,A_PuertoRico_8_1934_HA_132_1529,2.8203435,4.7831893,5,4.0259933,4.101865
192,A_PuertoRico_8_1934_HA_132_1648,2.8445358,4.4451723,5,4.0259933,4.101865
193,A_PuertoRico_8_1934_HA_132_180,1.1884991,3.82496,6,1.529427,3.9975543
194,A_PuertoRico_8_1934_HA_133_1344,9.318333,4.5417743,4,8.95257,4.7213745
195,A_PuertoRico_8_1934_HA_133_1531,9.313312,4.500407,4,8.95257,4.7213745
196,A_PuertoRico_8_1934_HA_133_1532,9.438668,4.78278,4,8.95257,4.7213745
197,A_PuertoRico_8_1934_HA_133_1535,9.384577,4.5557284,4,8.95257,4.7213745
198,A_PuertoRico_8_1934_HA_133_1547,9.41263,4.716978,4,8.95257,4.7213745
199,A_PuertoRico_8_1934_HA_133_1560,9.342272,4.725765,4,8.95257,4.7213745
200,A_PuertoRico_8_1934_HA_133_1630,9.351059,4.546248,4,8.95257,4.7213745
201,A_PuertoRico_8_1934_HA_134_1503,6.748705,2.0062263,7,6.60856,3.8232722
202,A_PuertoRico_8_1934_HA_134_1508,2.7092144,4.750811,6,1.529427,3.9975543
203,A_PuertoRico_8_1934_HA_134_1538,9.486618,4.7259235,4,8.95257,4.7213745
204,A_PuertoRico_8_1934_HA_134_1664,2.6820273,1.5941086,3,3.2829363,0.9749601
205,A_PuertoRico_8_1934_HA_135_1447,9.145924,4.714766,4,8.95257,4.7213745
206,A_PuertoRico_8_1934_HA_135_1455,9.165699,4.365367,4,8.95257,4.7213745
207,A_PuertoRico_8_1934_HA_135_1498,9.184102,4.6816955,4,8.95257,4.7213745
208,A_PuertoRico_8_1934_HA_135_1511,9.303462,4.7301826,4,8.95257,4.7213745
209,A_PuertoRico_8_1934_HA_135_1532,9.393337,4.786285,4,8.95257,4.7213745
210,A_PuertoRico_8_1934_HA_135_1543,9.232386,4.7990913,4,8.95257,4.7213745
211,A_PuertoRico_8_1934_HA_135_1547,9.430245,4.716199,4,8.95257,4.7213745
212,A_PuertoRico_8_1934_HA_135_1570,9.209353,4.5793343,4,8.95257,4.7213745
213,A_PuertoRico_8_1934_HA_135_1581,9.36229,4.957094,4,8.95257,4.7213745
214,A_PuertoRico_8_1934_HA_135_1591,9.293834,4.918215,4,8.95257,4.7213745
215,A_PuertoRico_8_1934_HA_135_1647,9.199689,4.6395607,4,8.95257,4.7213745
216,A_PuertoRico_8_1934_HA_1365_1485,3.3339798,4.6302204,5,4.0259933,4.101865
217,A_PuertoRico_8_1934_HA_136_1485,3.2938454,4.703405,5,4.0259933,4.101865
218,A_PuertoRico_8_1934_HA_136_1500,3.0808556,4.7903934,5,4.0259933,4.101865
219,A_PuertoRico_8_1934_HA_136_1529,3.1088936,4.804705,5,4.0259933,4.101865
220,A_PuertoRico_8_1934_HA_136_1581,9.241554,5.327405,4,8.95257,4.7213745
221,A_PuertoRico_8_1934_HA_136_1632,3.2525258,4.7888002,5,4.0259933,4.101865
222,A_PuertoRico_8_1934_HA_1373_1407,3.2378888,5.0733523,5,4.0259933,4.101865
223,A_PuertoRico_8_1934_HA_1379_1467,2.9406807,4.714564,5,4.0259933,4.101865
224,A_PuertoRico_8_1934_HA_137_1538,9.414059,4.679555,4,8.95257,4.7213745
225,A_PuertoRico_8_1934_HA_137_1553,9.093178,4.89108,4,8.95257,4.7213745
226,A_PuertoRico_8_1934_HA_138_1456,2.3580968,3.0431485,6,1.529427,3.9975543
227,A_PuertoRico_8_1934_HA_138_1465,2.457668,3.0328627,6,1.529427,3.9975543
228,A_PuertoRico_8_1934_HA_138_1617,2.4321756,3.2723925,6,1.529427,3.9975543
229,A_PuertoRico_8_1934_HA_139_1449,2.9214094,4.9746513,5,4.0259933,4.101865
230,A_PuertoRico_8_1934_HA_139_1500,2.9232447,4.8647327,5,4.0259933,4.101865
231,A_PuertoRico_8_1934_HA_139_1504,2.915153,4.8424425,5,4.0259933,4.101865
232,A_PuertoRico_8_1934_HA_139_1505,2.5272615,4.729173,6,1.529427,3.9975543
233,A_PuertoRico_8_1934_HA_139_1529,3.0333757,4.8297772,5,4.0259933,4.101865
234,A_PuertoRico_8_1934_HA_139_1530,2.7933228,4.902325,5,4.0259933,4.101865
235,A_PuertoRico_8_1934_HA_139_1533,2.8494737,4.9991493,5,4.0259933,4.101865
236,A_PuertoRico_8_1934_HA_139_1584,3.094916,4.66254,5,4.0259933,4.101865
237,A_PuertoRico_8_1934_HA_139_1664,2.8869078,4.9384146,5,4.0259933,4.101865
238,A_PuertoRico_8_1934_HA_140_1418,9.46626,4.8515286,4,8.95257,4.7213745
239,A_PuertoRico_8_1934_HA_140_1447,9.225528,4.891655,4,8.95257,4.7213745
240,A_PuertoRico_8_1934_HA_140_1468,9.415109,4.9741435,4,8.95257,4.7213745
241,A_PuertoRico_8_1934_HA_140_1483,9.52779,4.770039,4,8.95257,4.7213745
242,A_PuertoRico_8_1934_HA_140_1511,9.401964,4.9082,4,8.95257,4.7213745
243,A_PuertoRico_8_1934_HA_140_1521,9.430612,5.0296392,4,8.95257,4.7213745
244,A_PuertoRico_8_1934_HA_140_1532,9.436264,4.8401318,4,8.95257,4.7213745
245,A_PuertoRico_8_1934_HA_140_1535,9.41685,4.7019114,4,8.95257,4.7213745
246,A_PuertoRico_8_1934_HA_140_1538,9.513099,4.769533,4,8.95257,4.7213745
247,A_PuertoRico_8_1934_HA_140_1543,9.3958645,4.8991203,4,8.95257,4.7213745
248,A_PuertoRico_8_1934_HA_140_1545,9.441955,4.8511124,4,8.95257,4.7213745
249,A_PuertoRico_8_1934_HA_140_1547,9.423387,4.8336177,4,8.95257,4.7213745
250,A_PuertoRico_8_1934_HA_140_1551,9.377395,4.905611,4,8.95257,4.7213745
251,A_PuertoRico_8_1934_HA_140_1581,9.376044,5.0774984,4,8.95257,4.7213745
252,A_PuertoRico_8_1934_HA_140_1593,9.391622,4.7184577,4,8.95257,4.7213745
253,A_PuertoRico_8_1934_HA_140_1598,9.518561,4.937841,4,8.95257,4.7213745
254,A_PuertoRico_8_1934_HA_140_1602,9.415955,4.9109173,4,8.95257,4.7213745
255,A_PuertoRico_8_1934_HA_140_1616,9.41426,4.866704,4,8.95257,4.7213745
256,A_PuertoRico_8_1934_HA_140_1635,9.467708,4.8775883,4,8.95257,4.7213745
257,A_PuertoRico_8_1934_HA_1417_1447,9.17339,5.0942674,4,8.95257,4.7213745
258,A_PuertoRico_8_1934_HA_1417_1681,9.239587,5.757493,4,8.95257,4.7213745
259,A_PuertoRico_8_1934_HA_141_1419,5.3842616,7.099695,2,7.066384,8.303909
260,A_PuertoRico_8_1934_HA_141_1424,5.563405,7.1965094,2,7.066384,8.303909
261,A_PuertoRico_8_1934_HA_141_1485,3.379925,4.71614,5,4.0259933,4.101865
262,A_PuertoRico_8_1934_HA_141_1512,5.5287414,7.226764,2,7.066384,8.303909
263,A_PuertoRico_8_1934_HA_141_1528,5.478159,7.1098876,2,7.066384,8.303909
264,A_PuertoRico_8_1934_HA_141_1543,5.522412,7.113466,2,7.066384,8.303909
265,A_PuertoRico_8_1934_HA_1429_1455,8.86845,3.8956828,4,8.95257,4.7213745
266,A_PuertoRico_8_1934_HA_142_1447,9.150706,4.9722977,4,8.95257,4.7213745
267,A_PuertoRico_8_1934_HA_142_1537,3.3979359,5.0343065,5,4.0259933,4.101865
268,A_PuertoRico_8_1934_HA_142_1546,3.5399163,5.184558,5,4.0259933,4.101865
269,A_PuertoRico_8_1934_HA_142_1652,3.6495028,5.1362147,5,4.0259933,4.101865
270,A_PuertoRico_8_1934_HA_142_1655,3.499277,5.2321463,5,4.0259933,4.101865
271,A_PuertoRico_8_1934_HA_1435_1476,3.0720508,4.9389324,5,4.0259933,4.101865
272,A_PuertoRico_8_1934_HA_1438_1467,2.9703026,4.8135185,5,4.0259933,4.101865
273,A_PuertoRico_8_1934_HA_1439_1507,7.9705653,3.3754508,7,6.60856,3.8232722
274,A_PuertoRico_8_1934_HA_143_1634,4.6046906,6.3220057,0,2.9160502,6.9480243
275,A_PuertoRico_8_1934_HA_1445_1500,2.9722927,4.922029,5,4.0259933,4.101865
276,A_PuertoRico_8_1934_HA_1449_1501,1.4409863,4.3705325,6,1.529427,3.9975543
277,A_PuertoRico_8_1934_HA_145_1502,9.209413,4.359927,4,8.95257,4.7213745
278,A_PuertoRico_8_1934_HA_145_1535,9.354444,4.3512697,4,8.95257,4.7213745
279,A_PuertoRico_8_1934_HA_1467_1495,1.3833627,4.510626,6,1.529427,3.9975543
280,A_PuertoRico_8_1934_HA_146_1558,2.6639187,4.885822,6,1.529427,3.9975543
281,A_PuertoRico_8_1934_HA_146_1645,5.9507766,5.517085,7,6.60856,3.8232722
282,A_PuertoRico_8_1934_HA_1475_1601,4.3356204,5.8910866,0,2.9160502,6.9480243
283,A_PuertoRico_8_1934_HA_1476_1605,1.1930681,5.6339693,6,1.529427,3.9975543
284,A_PuertoRico_8_1934_HA_147_1476,3.1282084,4.938855,5,4.0259933,4.101865
285,A_PuertoRico_8_1934_HA_147_1481,3.1688328,4.960574,5,4.0259933,4.101865
286,A_PuertoRico_8_1934_HA_1482_1504,2.963863,4.818824,5,4.0259933,4.101865
287,A_PuertoRico_8_1934_HA_1483_1518,9.127447,5.118212,4,8.95257,4.7213745
288,A_PuertoRico_8_1934_HA_1483_1532,9.513279,5.022844,4,8.95257,4.7213745
289,A_PuertoRico_8_1934_HA_1483_1581,9.34317,5.141891,4,8.95257,4.7213745
