index,ID,UMAP1,UMAP2,Cluster,center_x,center_y
27,A_PuertoRico_8_1934_HA_118_1645,5.750817,5.0871773,3,6.9703484,4.0937405
28,A_PuertoRico_8_1934_HA_120_1531,8.603183,3.8400254,3,6.9703484,4.0937405
29,A_PuertoRico_8_1934_HA_120_1587,8.621285,3.7421765,3,6.9703484,4.0937405
30,A_PuertoRico_8_1934_HA_122_1446,8.544257,6.6101165,0,9.576421,6.5255814
31,A_PuertoRico_8_1934_HA_123_1491,7.14631,2.3242013,3,6.9703484,4.0937405
32,A_PuertoRico_8_1934_HA_123_1508,4.449519,6.6705723,5,4.468506,6.8082886
33,A_PuertoRico_8_1934_HA_124_1401,9.189139,4.12994,3,6.9703484,4.0937405
34,A_PuertoRico_8_1934_HA_124_1447,8.88772,4.004779,3,6.9703484,4.0937405
35,A_PuertoRico_8_1934_HA_124_1507,9.023191,4.023264,3,6.9703484,4.0937405
36,A_PuertoRico_8_1934_HA_124_1580,9.003795,4.08618,3,6.9703484,4.0937405
37,A_PuertoRico_8_1934_HA_125_1648,4.2034187,2.3868349,4,3.3094966,3.2495022
38,A_PuertoRico_8_1934_HA_126_1343,9.204795,3.851598,3,6.9703484,4.0937405
39,A_PuertoRico_8_1934_HA_126_1476,9.181874,3.8693297,3,6.9703484,4.0937405
40,A_PuertoRico_8_1934_HA_126_1498,9.054586,3.8914738,3,6.9703484,4.0937405
41,A_PuertoRico_8_1934_HA_126_1502,8.998087,3.9598699,3,6.9703484,4.0937405
42,A_PuertoRico_8_1934_HA_126_1532,9.263173,3.8939993,3,6.9703484,4.0937405
43,A_PuertoRico_8_1934_HA_126_1547,9.148185,3.7697139,3,6.9703484,4.0937405
44,A_PuertoRico_8_1934_HA_126_1560,9.135041,3.8508124,3,6.9703484,4.0937405
45,A_PuertoRico_8_1934_HA_126_1581,9.160418,3.8402088,3,6.9703484,4.0937405
46,A_PuertoRico_8_1934_HA_127_1485,4.199735,4.221247,4,3.3094966,3.2495022
47,A_PuertoRico_8_1934_HA_127_1591,8.604684,3.7215283,3,6.9703484,4.0937405
48,A_PuertoRico_8_1934_HA_128_1631,5.773499,7.508282,5,4.468506,6.8082886
49,A_PuertoRico_8_1934_HA_129_1469,1.112204,6.453244,1,1.6496644,6.135744
50,A_PuertoRico_8_1934_HA_129_1527,1.1602368,6.4345245,1,1.6496644,6.135744
51,A_PuertoRico_8_1934_HA_129_1586,1.1995841,6.435231,1,1.6496644,6.135744
52,A_PuertoRico_8_1934_HA_130_1460,3.8901987,6.3459725,5,4.468506,6.8082886
53,A_PuertoRico_8_1934_HA_130_1628,2.8169153,3.4081306,4,3.3094966,3.2495022
54,A_PuertoRico_8_1934_HA_132_1386,0.77823997,6.1175733,1,1.6496644,6.135744
55,A_PuertoRico_8_1934_HA_132_1525,0.6990022,6.1732483,1,1.6496644,6.135744
56,A_PuertoRico_8_1934_HA_132_1529,5.314343,6.638463,5,4.468506,6.8082886
57,A_PuertoRico_8_1934_HA_132_180,0.82232106,5.9790683,1,1.6496644,6.135744
58,A_PuertoRico_8_1934_HA_133_1531,8.676151,3.840351,3,6.9703484,4.0937405
59,A_PuertoRico_8_1934_HA_133_1630,8.69576,3.6563175,3,6.9703484,4.0937405
60,A_PuertoRico_8_1934_HA_134_1508,4.425312,6.626383,5,4.468506,6.8082886
61,A_PuertoRico_8_1934_HA_135_1498,9.0607195,3.9742653,3,6.9703484,4.0937405
62,A_PuertoRico_8_1934_HA_135_1511,9.081154,3.9185488,3,6.9703484,4.0937405
63,A_PuertoRico_8_1934_HA_135_1581,9.19109,3.8703494,3,6.9703484,4.0937405
64,A_PuertoRico_8_1934_HA_135_1591,9.15015,3.9860418,3,6.9703484,4.0937405
65,A_PuertoRico_8_1934_HA_136_1485,4.2445183,4.18163,4,3.3094966,3.2495022
66,A_PuertoRico_8_1934_HA_136_1529,5.562325,6.685189,5,4.468506,6.8082886
67,A_PuertoRico_8_1934_HA_136_1581,8.789336,3.760273,3,6.9703484,4.0937405
68,A_PuertoRico_8_1934_HA_1373_1407,2.448829,4.8849506,1,1.6496644,6.135744
69,A_PuertoRico_8_1934_HA_137_1538,8.727366,3.58972,3,6.9703484,4.0937405
70,A_PuertoRico_8_1934_HA_137_1553,9.353961,3.8435547,3,6.9703484,4.0937405
71,A_PuertoRico_8_1934_HA_138_1465,2.0934627,5.159188,1,1.6496644,6.135744
72,A_PuertoRico_8_1934_HA_139_1504,4.6572847,6.5983033,5,4.468506,6.8082886
73,A_PuertoRico_8_1934_HA_139_1533,4.809478,7.254022,5,4.468506,6.8082886
74,A_PuertoRico_8_1934_HA_139_1584,4.690722,6.40798,5,4.468506,6.8082886
75,A_PuertoRico_8_1934_HA_140_1532,9.246361,3.4792657,3,6.9703484,4.0937405
76,A_PuertoRico_8_1934_HA_140_1535,8.924868,3.0326602,2,8.605511,1.0836127
77,A_PuertoRico_8_1934_HA_140_1543,9.134726,3.3729339,3,6.9703484,4.0937405
78,A_PuertoRico_8_1934_HA_140_1545,9.09787,3.329014,3,6.9703484,4.0937405
79,A_PuertoRico_8_1934_HA_140_1581,9.049479,3.771073,3,6.9703484,4.0937405
80,A_PuertoRico_8_1934_HA_1417_1447,8.660049,4.032595,3,6.9703484,4.0937405
81,A_PuertoRico_8_1934_HA_1417_1681,8.689581,4.0181394,3,6.9703484,4.0937405
82,A_PuertoRico_8_1934_HA_141_1485,4.2272987,4.168226,4,3.3094966,3.2495022
83,A_PuertoRico_8_1934_HA_141_1512,8.000346,7.1248775,0,9.576421,6.5255814
84,A_PuertoRico_8_1934_HA_1429_1455,7.4624834,2.200225,2,8.605511,1.0836127
85,A_PuertoRico_8_1934_HA_142_1537,1.801881,3.9965699,4,3.3094966,3.2495022
86,A_PuertoRico_8_1934_HA_1438_1467,4.7133923,6.595778,5,4.468506,6.8082886
87,A_PuertoRico_8_1934_HA_1439_1507,6.8271356,4.0972295,3,6.9703484,4.0937405
88,A_PuertoRico_8_1934_HA_143_1634,3.5457604,4.0415263,4,3.3094966,3.2495022
89,A_PuertoRico_8_1934_HA_145_1535,8.820732,2.901245,2,8.605511,1.0836127
90,A_PuertoRico_8_1934_HA_1482_1504,4.6553497,6.6466885,5,4.468506,6.8082886
91,A_PuertoRico_8_1934_HA_1483_1518,9.118922,4.1131105,3,6.9703484,4.0937405
92,A_PuertoRico_8_1934_HA_1483_1532,9.628383,4.181445,0,9.576421,6.5255814
93,A_PuertoRico_8_1934_HA_1486_1699,8.786737,4.0395126,3,6.9703484,4.0937405
94,A_PuertoRico_8_1934_HA_149_1584,4.716389,6.2571826,5,4.468506,6.8082886
95,A_PuertoRico_8_1934_HA_1507_1550,3.5418036,4.154322,4,3.3094966,3.2495022
96,A_PuertoRico_8_1934_HA_151_1447,8.638149,4.050135,3,6.9703484,4.0937405
97,A_PuertoRico_8_1934_HA_151_1496,4.7374983,4.8129916,5,4.468506,6.8082886
98,A_PuertoRico_8_1934_HA_1534_1650,8.166045,5.5118594,0,9.576421,6.5255814
99,A_PuertoRico_8_1934_HA_153_1450,1.2268268,6.030798,1,1.6496644,6.135744
100,A_PuertoRico_8_1934_HA_153_1505,1.2245928,6.0110774,1,1.6496644,6.135744
101,A_PuertoRico_8_1934_HA_153_1509,1.2275318,6.0288982,1,1.6496644,6.135744
102,A_PuertoRico_8_1934_HA_154_1506,2.782661,4.7177343,4,3.3094966,3.2495022
103,A_PuertoRico_8_1934_HA_154_1552,2.6227605,4.8005366,1,1.6496644,6.135744
104,A_PuertoRico_8_1934_HA_154_1580,2.7679636,4.76015,4,3.3094966,3.2495022
105,A_PuertoRico_8_1934_HA_154_1610,2.8743324,4.622455,4,3.3094966,3.2495022
106,A_PuertoRico_8_1934_HA_156_1502,8.92896,3.9942381,3,6.9703484,4.0937405
107,A_PuertoRico_8_1934_HA_156_1545,9.159585,3.8797808,3,6.9703484,4.0937405
108,A_PuertoRico_8_1934_HA_156_1561,9.149173,3.9867399,3,6.9703484,4.0937405
109,A_PuertoRico_8_1934_HA_158_1345,8.833468,3.920597,3,6.9703484,4.0937405
110,A_PuertoRico_8_1934_HA_158_1440,8.861564,3.9661615,3,6.9703484,4.0937405
111,A_PuertoRico_8_1934_HA_158_1498,9.026268,3.9409108,3,6.9703484,4.0937405
112,A_PuertoRico_8_1934_HA_1605_1703,2.2615376,6.147737,1,1.6496644,6.135744
113,A_PuertoRico_8_1934_HA_1618_1648,4.1699924,2.4075837,4,3.3094966,3.2495022
114,A_PuertoRico_8_1934_HA_161_1504,4.6818347,6.535246,5,4.468506,6.8082886
115,A_PuertoRico_8_1934_HA_1629_1709,4.7024875,6.3865275,5,4.468506,6.8082886
116,A_PuertoRico_8_1934_HA_162_1421,8.742587,2.9298224,2,8.605511,1.0836127
117,A_PuertoRico_8_1934_HA_162_1535,8.787498,3.0108905,2,8.605511,1.0836127
118,A_PuertoRico_8_1934_HA_162_1637,8.787745,3.2291617,3,6.9703484,4.0937405
119,A_PuertoRico_8_1934_HA_164_1421,9.13492,3.924276,3,6.9703484,4.0937405
120,A_PuertoRico_8_1934_HA_164_1447,8.926043,3.9825885,3,6.9703484,4.0937405
121,A_PuertoRico_8_1934_HA_164_1489,9.208625,4.1276255,3,6.9703484,4.0937405
122,A_PuertoRico_8_1934_HA_164_1498,9.081495,3.9562247,3,6.9703484,4.0937405
123,A_PuertoRico_8_1934_HA_164_1513,9.067975,3.938176,3,6.9703484,4.0937405
124,A_PuertoRico_8_1934_HA_164_1649,9.165127,4.009187,3,6.9703484,4.0937405
125,A_PuertoRico_8_1934_HA_165_1366,4.4763713,4.099613,4,3.3094966,3.2495022
126,A_PuertoRico_8_1934_HA_165_1632,4.4092245,4.159502,4,3.3094966,3.2495022
127,A_PuertoRico_8_1934_HA_166_1447,8.924218,3.9747274,3,6.9703484,4.0937405
128,A_PuertoRico_8_1934_HA_166_1518,8.976589,4.003554,3,6.9703484,4.0937405
129,A_PuertoRico_8_1934_HA_166_1581,9.147633,3.821486,3,6.9703484,4.0937405
130,A_PuertoRico_8_1934_HA_166_1593,9.022927,3.8989263,3,6.9703484,4.0937405
131,A_PuertoRico_8_1934_HA_167_1464,8.739784,3.7339408,3,6.9703484,4.0937405
132,A_PuertoRico_8_1934_HA_167_1644,4.7928915,4.039509,4,3.3094966,3.2495022
133,A_PuertoRico_8_1934_HA_168_1454,8.897433,4.3654976,3,6.9703484,4.0937405
134,A_PuertoRico_8_1934_HA_168_1644,4.812695,3.9987166,4,3.3094966,3.2495022
135,A_PuertoRico_8_1934_HA_168_1647,8.917743,4.466712,3,6.9703484,4.0937405
136,A_PuertoRico_8_1934_HA_1698_1750,8.883906,-0.23569791,2,8.605511,1.0836127
137,A_PuertoRico_8_1934_HA_170_1707,4.356417,7.641837,5,4.468506,6.8082886
138,A_PuertoRico_8_1934_HA_171_1348,1.0397073,6.4578857,1,1.6496644,6.135744
139,A_PuertoRico_8_1934_HA_171_1468,1.0526327,6.487007,1,1.6496644,6.135744
140,A_PuertoRico_8_1934_HA_1723_1752,1.1677507,6.9486027,1,1.6496644,6.135744
141,A_PuertoRico_8_1934_HA_173_1391,4.523432,5.122399,5,4.468506,6.8082886
142,A_PuertoRico_8_1934_HA_173_1418,8.933857,3.5760536,3,6.9703484,4.0937405
143,A_PuertoRico_8_1934_HA_173_1474,4.5045476,5.204486,5,4.468506,6.8082886
144,A_PuertoRico_8_1934_HA_173_1657,5.430124,6.979519,5,4.468506,6.8082886
145,A_PuertoRico_8_1934_HA_173_1675,4.3872128,5.1603465,5,4.468506,6.8082886
146,A_PuertoRico_8_1934_HA_174_1383,9.347803,3.8113537,3,6.9703484,4.0937405
147,A_PuertoRico_8_1934_HA_174_1470,9.435329,3.7603047,3,6.9703484,4.0937405
148,A_PuertoRico_8_1934_HA_174_1484,9.36968,3.788912,3,6.9703484,4.0937405
149,A_PuertoRico_8_1934_HA_174_1487,9.377082,3.7957826,3,6.9703484,4.0937405
150,A_PuertoRico_8_1934_HA_174_1532,9.440346,3.8373861,3,6.9703484,4.0937405
151,A_PuertoRico_8_1934_HA_174_1577,9.362488,3.808786,3,6.9703484,4.0937405
152,A_PuertoRico_8_1934_HA_174_1581,9.309534,3.8258266,3,6.9703484,4.0937405
153,A_PuertoRico_8_1934_HA_174_1609,9.407494,3.7724822,3,6.9703484,4.0937405
154,A_PuertoRico_8_1934_HA_174_1618,9.391482,3.8200796,3,6.9703484,4.0937405
155,A_PuertoRico_8_1934_HA_175_1429,6.465924,3.1502643,3,6.9703484,4.0937405
156,A_PuertoRico_8_1934_HA_175_1441,6.55319,3.075672,3,6.9703484,4.0937405
157,A_PuertoRico_8_1934_HA_175_1448,6.514391,3.0935705,3,6.9703484,4.0937405
158,A_PuertoRico_8_1934_HA_175_1466,6.6521473,3.105412,3,6.9703484,4.0937405
159,A_PuertoRico_8_1934_HA_176_1649,8.918024,4.070171,3,6.9703484,4.0937405
160,A_PuertoRico_8_1934_HA_178_1460,3.898051,6.327428,5,4.468506,6.8082886
161,A_PuertoRico_8_1934_HA_182_1480,2.4349077,4.490983,4,3.3094966,3.2495022
162,A_PuertoRico_8_1934_HA_182_1656,0.9411723,5.8587523,1,1.6496644,6.135744
163,A_PuertoRico_8_1934_HA_183_1509,1.1303618,6.463259,1,1.6496644,6.135744
164,A_PuertoRico_8_1934_HA_185_1440,8.7515955,4.1531353,3,6.9703484,4.0937405
165,A_PuertoRico_8_1934_HA_185_1447,8.799933,4.084249,3,6.9703484,4.0937405
166,A_PuertoRico_8_1934_HA_185_1489,9.159222,4.151902,3,6.9703484,4.0937405
167,A_PuertoRico_8_1934_HA_186_1697,4.988218,4.6624656,3,6.9703484,4.0937405
168,A_PuertoRico_8_1934_HA_189_1532,9.458487,3.918617,3,6.9703484,4.0937405
169,A_PuertoRico_8_1934_HA_189_1560,8.719702,1.3069944,2,8.605511,1.0836127
170,A_PuertoRico_8_1934_HA_191_1404,5.13825,7.6625724,5,4.468506,6.8082886
171,A_PuertoRico_8_1934_HA_191_1644,4.8072624,3.9430277,4,3.3094966,3.2495022
172,A_PuertoRico_8_1934_HA_192_1397,5.1766677,2.6588345,4,3.3094966,3.2495022
173,A_PuertoRico_8_1934_HA_193_1489,9.179658,4.0873165,3,6.9703484,4.0937405
174,A_PuertoRico_8_1934_HA_193_1498,9.060644,3.9975817,3,6.9703484,4.0937405
175,A_PuertoRico_8_1934_HA_193_1518,9.047295,4.0168085,3,6.9703484,4.0937405
176,A_PuertoRico_8_1934_HA_193_1543,9.169075,4.11379,3,6.9703484,4.0937405
177,A_PuertoRico_8_1934_HA_194_1629,4.47765,4.441468,4,3.3094966,3.2495022
178,A_PuertoRico_8_1934_HA_195_1397,4.896197,2.5545528,4,3.3094966,3.2495022
179,A_PuertoRico_8_1934_HA_195_1481,4.681386,2.4686384,4,3.3094966,3.2495022
180,A_PuertoRico_8_1934_HA_195_1548,4.739532,2.5054252,4,3.3094966,3.2495022
181,A_PuertoRico_8_1934_HA_196_1490,6.2905817,3.2180953,3,6.9703484,4.0937405
182,A_PuertoRico_8_1934_HA_199_1705,5.7498226,7.095432,5,4.468506,6.8082886
183,A_PuertoRico_8_1934_HA_202_1466,6.755194,3.1638577,3,6.9703484,4.0937405
184,A_PuertoRico_8_1934_HA_202_1467,4.6927934,6.482763,5,4.468506,6.8082886
185,A_PuertoRico_8_1934_HA_202_1523,6.591617,3.3368068,3,6.9703484,4.0937405
186,A_PuertoRico_8_1934_HA_205_1260,4.943697,7.040148,5,4.468506,6.8082886
187,A_PuertoRico_8_1934_HA_205_1476,5.002533,7.047654,5,4.468506,6.8082886
188,A_PuertoRico_8_1934_HA_205_1666,4.982657,6.814139,5,4.468506,6.8082886
189,A_PuertoRico_8_1934_HA_206_1345,8.667072,4.058615,3,6.9703484,4.0937405
190,A_PuertoRico_8_1934_HA_206_1440,8.620858,4.0404897,3,6.9703484,4.0937405
191,A_PuertoRico_8_1934_HA_206_1447,8.639319,4.0603786,3,6.9703484,4.0937405
192,A_PuertoRico_8_1934_HA_206_1457,8.54947,4.1148777,3,6.9703484,4.0937405
193,A_PuertoRico_8_1934_HA_206_1699,8.641014,4.0331573,3,6.9703484,4.0937405
194,A_PuertoRico_8_1934_HA_207_1344,3.7286673,6.0006585,5,4.468506,6.8082886
195,A_PuertoRico_8_1934_HA_207_233,3.6065557,5.895939,5,4.468506,6.8082886
196,A_PuertoRico_8_1934_HA_208_1501,1.2382268,6.5028343,1,1.6496644,6.135744
197,A_PuertoRico_8_1934_HA_208_1534,1.091662,6.658128,1,1.6496644,6.135744
198,A_PuertoRico_8_1934_HA_210_1343,8.907997,4.274204,3,6.9703484,4.0937405
199,A_PuertoRico_8_1934_HA_210_1428,8.865113,4.2303786,3,6.9703484,4.0937405
200,A_PuertoRico_8_1934_HA_210_1440,8.82011,4.183093,3,6.9703484,4.0937405
201,A_PuertoRico_8_1934_HA_210_1447,8.747218,4.059663,3,6.9703484,4.0937405
202,A_PuertoRico_8_1934_HA_214_1336,4.4240193,7.4289575,5,4.468506,6.8082886
203,A_PuertoRico_8_1934_HA_214_1650,9.510912,0.13816689,2,8.605511,1.0836127
204,A_PuertoRico_8_1934_HA_215_1616,9.937184,5.180536,0,9.576421,6.5255814
205,A_PuertoRico_8_1934_HA_215_1646,9.937204,5.2147207,0,9.576421,6.5255814
206,A_PuertoRico_8_1934_HA_216_1448,6.2558646,3.3919396,3,6.9703484,4.0937405
207,A_PuertoRico_8_1934_HA_216_1678,6.4483223,3.09241,3,6.9703484,4.0937405
208,A_PuertoRico_8_1934_HA_217_1459,9.150104,5.216356,0,9.576421,6.5255814
209,A_PuertoRico_8_1934_HA_217_1499,6.6981673,2.9566145,3,6.9703484,4.0937405
210,A_PuertoRico_8_1934_HA_218_1417,2.7718835,4.42399,4,3.3094966,3.2495022
211,A_PuertoRico_8_1934_HA_218_1431,7.8364697,4.1815586,3,6.9703484,4.0937405
212,A_PuertoRico_8_1934_HA_219_1648,3.4115386,5.474742,5,4.468506,6.8082886
213,A_PuertoRico_8_1934_HA_223_1080,4.4064093,6.3089895,5,4.468506,6.8082886
214,A_PuertoRico_8_1934_HA_223_1449,4.237373,6.33174,5,4.468506,6.8082886
215,A_PuertoRico_8_1934_HA_231_1428,8.3330965,4.3567195,3,6.9703484,4.0937405
216,A_PuertoRico_8_1934_HA_231_1500,4.8064036,5.9398003,5,4.468506,6.8082886
217,A_PuertoRico_8_1934_HA_235_1648,4.315139,2.4184718,4,3.3094966,3.2495022
218,A_PuertoRico_8_1934_HA_236_1409,8.339401,7.111241,0,9.576421,6.5255814
219,A_PuertoRico_8_1934_HA_243_1609,6.623023,4.5942945,3,6.9703484,4.0937405
220,A_PuertoRico_8_1934_HA_249_1490,9.408554,4.055127,3,6.9703484,4.0937405
221,A_PuertoRico_8_1934_HA_249_1532,9.5049,4.0005455,0,9.576421,6.5255814
222,A_PuertoRico_8_1934_HA_252_910,8.527369,2.446756,2,8.605511,1.0836127
223,A_PuertoRico_8_1934_HA_257_1594,3.9119134,6.3256416,5,4.468506,6.8082886
224,A_PuertoRico_8_1934_HA_257_1644,4.7659636,4.0318503,4,3.3094966,3.2495022
225,A_PuertoRico_8_1934_HA_262_1356,1.3223805,5.817193,1,1.6496644,6.135744
226,A_PuertoRico_8_1934_HA_262_1472,1.384986,5.825148,1,1.6496644,6.135744
227,A_PuertoRico_8_1934_HA_262_1477,1.3149704,5.7173653,1,1.6496644,6.135744
228,A_PuertoRico_8_1934_HA_262_1692,1.33125,5.8100133,1,1.6496644,6.135744
229,A_PuertoRico_8_1934_HA_263_1104,1.9549395,6.425134,1,1.6496644,6.135744
230,A_PuertoRico_8_1934_HA_265_1501,2.2955115,5.509508,1,1.6496644,6.135744
231,A_PuertoRico_8_1934_HA_267_1413,2.781544,3.2437408,4,3.3094966,3.2495022
232,A_PuertoRico_8_1934_HA_272_1418,8.965868,3.5503829,3,6.9703484,4.0937405
233,A_PuertoRico_8_1934_HA_272_1538,8.842837,3.4157972,3,6.9703484,4.0937405
234,A_PuertoRico_8_1934_HA_274_1378,6.7300606,3.2848716,3,6.9703484,4.0937405
235,A_PuertoRico_8_1934_HA_274_1440,8.6627865,3.9205015,3,6.9703484,4.0937405
236,A_PuertoRico_8_1934_HA_274_1576,6.7508397,3.2889268,3,6.9703484,4.0937405
237,A_PuertoRico_8_1934_HA_278_1428,8.919222,4.245919,3,6.9703484,4.0937405
238,A_PuertoRico_8_1934_HA_282_1349,3.49189,4.352539,4,3.3094966,3.2495022
239,A_PuertoRico_8_1934_HA_283_1375,1.2737873,6.0435166,1,1.6496644,6.135744
240,A_PuertoRico_8_1934_HA_283_1420,1.2289401,6.0033846,1,1.6496644,6.135744
241,A_PuertoRico_8_1934_HA_289_1467,4.6883335,6.546682,5,4.468506,6.8082886
242,A_PuertoRico_8_1934_HA_290_1418,8.948755,3.7381616,3,6.9703484,4.0937405
243,A_PuertoRico_8_1934_HA_292_1483,2.7573059,3.794775,4,3.3094966,3.2495022
244,A_PuertoRico_8_1934_HA_296_1217,3.5363247,2.1418853,4,3.3094966,3.2495022
245,A_PuertoRico_8_1934_HA_296_1369,2.7678814,6.3465643,1,1.6496644,6.135744
246,A_PuertoRico_8_1934_HA_297_1363,5.5597796,7.4372997,5,4.468506,6.8082886
247,A_PuertoRico_8_1934_HA_302_1348,1.0422771,6.4392343,1,1.6496644,6.135744
248,A_PuertoRico_8_1934_HA_306_1634,3.535141,4.39068,4,3.3094966,3.2495022
249,A_PuertoRico_8_1934_HA_308_1436,7.378133,3.8217196,3,6.9703484,4.0937405
250,A_PuertoRico_8_1934_HA_309_1349,3.5125985,4.357793,4,3.3094966,3.2495022
251,A_PuertoRico_8_1934_HA_309_1413,2.6184325,3.148748,4,3.3094966,3.2495022
252,A_PuertoRico_8_1934_HA_314_1644,4.844527,4.0519767,4,3.3094966,3.2495022
253,A_PuertoRico_8_1934_HA_316_1187,9.084964,4.2606297,3,6.9703484,4.0937405
254,A_PuertoRico_8_1934_HA_316_1343,9.046583,4.234738,3,6.9703484,4.0937405
255,A_PuertoRico_8_1934_HA_316_1345,8.9806385,4.1743093,3,6.9703484,4.0937405
256,A_PuertoRico_8_1934_HA_316_1373,9.038069,4.274489,3,6.9703484,4.0937405
257,A_PuertoRico_8_1934_HA_316_1551,9.056657,4.2158256,3,6.9703484,4.0937405
258,A_PuertoRico_8_1934_HA_316_1637,9.02761,4.153294,3,6.9703484,4.0937405
259,A_PuertoRico_8_1934_HA_321_1605,1.0585327,6.6994944,1,1.6496644,6.135744
260,A_PuertoRico_8_1934_HA_323_1381,8.395671,4.923379,3,6.9703484,4.0937405
261,A_PuertoRico_8_1934_HA_325_1359,8.9546385,3.2273076,3,6.9703484,4.0937405
262,A_PuertoRico_8_1934_HA_329_1447,8.545459,3.890929,3,6.9703484,4.0937405
263,A_PuertoRico_8_1934_HA_332_1254,9.168108,4.106855,3,6.9703484,4.0937405
264,A_PuertoRico_8_1934_HA_339_1348,1.0745659,6.481689,1,1.6496644,6.135744
265,A_PuertoRico_8_1934_HA_350_1189,8.61436,4.0359764,3,6.9703484,4.0937405
266,A_PuertoRico_8_1934_HA_368_1392,5.5998373,7.524321,5,4.468506,6.8082886
267,A_PuertoRico_8_1934_HA_375_1080,4.390594,6.2664466,5,4.468506,6.8082886
268,A_PuertoRico_8_1934_HA_37_1503,6.777193,2.8724525,3,6.9703484,4.0937405
269,A_PuertoRico_8_1934_HA_421_1258,1.8134676,6.1226773,1,1.6496644,6.135744
270,A_PuertoRico_8_1934_HA_434_1347,4.5896773,7.1059318,5,4.468506,6.8082886
271,A_PuertoRico_8_1934_HA_465_1350,7.9526796,0.5158658,2,8.605511,1.0836127
272,A_PuertoRico_8_1934_HA_46_1565,4.0822444,2.3861096,4,3.3094966,3.2495022
273,A_PuertoRico_8_1934_HA_47_107,8.851407,3.6406333,3,6.9703484,4.0937405
274,A_PuertoRico_8_1934_HA_47_1581,9.072919,3.7385726,3,6.9703484,4.0937405
275,A_PuertoRico_8_1934_HA_48_1485,4.1406837,4.194164,4,3.3094966,3.2495022
276,A_PuertoRico_8_1934_HA_514_1068,10.036052,1.6270906,2,8.605511,1.0836127
277,A_PuertoRico_8_1934_HA_51_1540,9.621094,0.32279947,2,8.605511,1.0836127
278,A_PuertoRico_8_1934_HA_529_1081,1.1739402,6.0369425,1,1.6496644,6.135744
279,A_PuertoRico_8_1934_HA_549_1282,3.4035735,6.1205735,5,4.468506,6.8082886
280,A_PuertoRico_8_1934_HA_59_1478,9.391898,3.5995624,3,6.9703484,4.0937405
281,A_PuertoRico_8_1934_HA_65_1489,9.245607,4.254339,3,6.9703484,4.0937405
282,A_PuertoRico_8_1934_HA_72_1542,2.5570817,7.3446407,1,1.6496644,6.135744
283,A_PuertoRico_8_1934_HA_75_1514,1.6273178,6.316632,1,1.6496644,6.135744
284,A_PuertoRico_8_1934_HA_77_1613,9.01112,3.6541123,3,6.9703484,4.0937405
285,A_PuertoRico_8_1934_HA_80_1536,2.808792,2.5732148,4,3.3094966,3.2495022
