index,ID,UMAP1,UMAP2,Cluster,centroid_x,centroid_y
89,A_PuertoRico_8_1934_HA_145_1535,8.820732,2.901245,-1,,
90,A_PuertoRico_8_1934_HA_1482_1504,4.6553497,6.6466885,-1,,
91,A_PuertoRico_8_1934_HA_1483_1518,9.118922,4.1131105,2,8.96695868070952,3.954131216717642
92,A_PuertoRico_8_1934_HA_1483_1532,9.628383,4.181445,-1,,
93,A_PuertoRico_8_1934_HA_1486_1699,8.786737,4.0395126,2,8.96695868070952,3.954131216717642
94,A_PuertoRico_8_1934_HA_149_1584,4.716389,6.2571826,-1,,
95,A_PuertoRico_8_1934_HA_1507_1550,3.5418036,4.154322,-1,,
96,A_PuertoRico_8_1934_HA_151_1447,8.638149,4.050135,2,8.96695868070952,3.954131216717642
97,A_PuertoRico_8_1934_HA_151_1496,4.7374983,4.8129916,-1,,
98,A_PuertoRico_8_1934_HA_1534_1650,8.166045,5.5118594,1,9.594454237891412,6.551969166469681
99,A_PuertoRico_8_1934_HA_153_1450,1.2268268,6.030798,-1,,
100,A_PuertoRico_8_1934_HA_153_1505,1.2245928,6.0110774,-1,,
101,A_PuertoRico_8_1934_HA_153_1509,1.2275318,6.0288982,-1,,
102,A_PuertoRico_8_1934_HA_154_1506,2.782661,4.7177343,-1,,
103,A_PuertoRico_8_1934_HA_154_1552,2.6227605,4.8005366,-1,,
104,A_PuertoRico_8_1934_HA_154_1580,2.7679636,4.76015,-1,,
105,A_PuertoRico_8_1934_HA_154_1610,2.8743324,4.622455,-1,,
106,A_PuertoRico_8_1934_HA_156_1502,8.92896,3.9942381,2,8.96695868070952,3.954131216717642
107,A_PuertoRico_8_1934_HA_156_1545,9.159585,3.8797808,2,8.96695868070952,3.954131216717642
108,A_PuertoRico_8_1934_HA_156_1561,9.149173,3.9867399,2,8.96695868070952,3.954131216717642
109,A_PuertoRico_8_1934_HA_158_1345,8.833468,3.920597,2,8.96695868070952,3.954131216717642
110,A_PuertoRico_8_1934_HA_158_1440,8.861564,3.9661615,2,8.96695868070952,3.954131216717642
111,A_PuertoRico_8_1934_HA_158_1498,9.026268,3.9409108,2,8.96695868070952,3.954131216717642
112,A_PuertoRico_8_1934_HA_1605_1703,2.2615376,6.147737,12,2.0643215880534656,5.895566428126851
113,A_PuertoRico_8_1934_HA_1618_1648,4.1699924,2.4075837,-1,,
114,A_PuertoRico_8_1934_HA_161_1504,4.6818347,6.535246,-1,,
115,A_PuertoRico_8_1934_HA_1629_1709,4.7024875,6.3865275,-1,,
116,A_PuertoRico_8_1934_HA_162_1421,8.742587,2.9298224,0,8.49641178176899,1.1445754861043123
117,A_PuertoRico_8_1934_HA_162_1535,8.787498,3.0108905,-1,,
118,A_PuertoRico_8_1934_HA_162_1637,8.787745,3.2291617,-1,,
119,A_PuertoRico_8_1934_HA_164_1421,9.13492,3.924276,2,8.96695868070952,3.954131216717642
120,A_PuertoRico_8_1934_HA_164_1447,8.926043,3.9825885,2,8.96695868070952,3.954131216717642
121,A_PuertoRico_8_1934_HA_164_1489,9.208625,4.1276255,2,8.96695868070952,3.954131216717642
122,A_PuertoRico_8_1934_HA_164_1498,9.081495,3.9562247,2,8.96695868070952,3.954131216717642
123,A_PuertoRico_8_1934_HA_164_1513,9.067975,3.938176,2,8.96695868070952,3.954131216717642
124,A_PuertoRico_8_1934_HA_164_1649,9.165127,4.009187,2,8.96695868070952,3.954131216717642
125,A_PuertoRico_8_1934_HA_165_1366,4.4763713,4.099613,15,3.9057525954955215,4.912115829909577
126,A_PuertoRico_8_1934_HA_165_1632,4.4092245,4.159502,15,3.9057525954955215,4.912115829909577
127,A_PuertoRico_8_1934_HA_166_1447,8.924218,3.9747274,2,8.96695868070952,3.954131216717642
128,A_PuertoRico_8_1934_HA_166_1518,8.976589,4.003554,2,8.96695868070952,3.954131216717642
129,A_PuertoRico_8_1934_HA_166_1581,9.147633,3.821486,2,8.96695868070952,3.954131216717642
130,A_PuertoRico_8_1934_HA_166_1593,9.022927,3.8989263,2,8.96695868070952,3.954131216717642
131,A_PuertoRico_8_1934_HA_167_1464,8.739784,3.7339408,2,8.96695868070952,3.954131216717642
132,A_PuertoRico_8_1934_HA_167_1644,4.7928915,4.039509,-1,,
133,A_PuertoRico_8_1934_HA_168_1454,8.897433,4.3654976,2,8.96695868070952,3.954131216717642
134,A_PuertoRico_8_1934_HA_168_1644,4.812695,3.9987166,-1,,
135,A_PuertoRico_8_1934_HA_168_1647,8.917743,4.466712,-1,,
136,A_PuertoRico_8_1934_HA_1698_1750,8.883906,-0.23569791,0,8.49641178176899,1.1445754861043123
137,A_PuertoRico_8_1934_HA_170_1707,4.356417,7.641837,11,4.803301201668206,7.815872264801775
138,A_PuertoRico_8_1934_HA_171_1348,1.0397073,6.4578857,-1,,
139,A_PuertoRico_8_1934_HA_171_1468,1.0526327,6.487007,5,1.4043419002730475,7.053061537072539
140,A_PuertoRico_8_1934_HA_1723_1752,1.1677507,6.9486027,5,1.4043419002730475,7.053061537072539
141,A_PuertoRico_8_1934_HA_173_1391,4.523432,5.122399,15,3.9057525954955215,4.912115829909577
142,A_PuertoRico_8_1934_HA_173_1418,8.933857,3.5760536,2,8.96695868070952,3.954131216717642
143,A_PuertoRico_8_1934_HA_173_1474,4.5045476,5.204486,-1,,
144,A_PuertoRico_8_1934_HA_173_1657,5.430124,6.979519,-1,,
145,A_PuertoRico_8_1934_HA_173_1675,4.3872128,5.1603465,-1,,
146,A_PuertoRico_8_1934_HA_174_1383,9.347803,3.8113537,2,8.96695868070952,3.954131216717642
147,A_PuertoRico_8_1934_HA_174_1470,9.435329,3.7603047,2,8.96695868070952,3.954131216717642
148,A_PuertoRico_8_1934_HA_174_1484,9.36968,3.788912,2,8.96695868070952,3.954131216717642
149,A_PuertoRico_8_1934_HA_174_1487,9.377082,3.7957826,2,8.96695868070952,3.954131216717642
150,A_PuertoRico_8_1934_HA_174_1532,9.440346,3.8373861,2,8.96695868070952,3.954131216717642
151,A_PuertoRico_8_1934_HA_174_1577,9.362488,3.808786,2,8.96695868070952,3.954131216717642
152,A_PuertoRico_8_1934_HA_174_1581,9.309534,3.8258266,2,8.96695868070952,3.954131216717642
153,A_PuertoRico_8_1934_HA_174_1609,9.407494,3.7724822,2,8.96695868070952,3.954131216717642
154,A_PuertoRico_8_1934_HA_174_1618,9.391482,3.8200796,2,8.96695868070952,3.954131216717642
155,A_PuertoRico_8_1934_HA_175_1429,6.465924,3.1502643,-1,,
156,A_PuertoRico_8_1934_HA_175_1441,6.55319,3.075672,-1,,
157,A_PuertoRico_8_1934_HA_175_1448,6.514391,3.0935705,-1,,
158,A_PuertoRico_8_1934_HA_175_1466,6.6521473,3.105412,-1,,
159,A_PuertoRico_8_1934_HA_176_1649,8.918024,4.070171,2,8.96695868070952,3.954131216717642
160,A_PuertoRico_8_1934_HA_178_1460,3.898051,6.327428,-1,,
161,A_PuertoRico_8_1934_HA_182_1480,2.4349077,4.490983,-1,,
162,A_PuertoRico_8_1934_HA_182_1656,0.9411723,5.8587523,13,0.8001985110989653,5.5664446701101555
163,A_PuertoRico_8_1934_HA_183_1509,1.1303618,6.463259,5,1.4043419002730475,7.053061537072539
164,A_PuertoRico_8_1934_HA_185_1440,8.7515955,4.1531353,2,8.96695868070952,3.954131216717642
165,A_PuertoRico_8_1934_HA_185_1447,8.799933,4.084249,2,8.96695868070952,3.954131216717642
166,A_PuertoRico_8_1934_HA_185_1489,9.159222,4.151902,2,8.96695868070952,3.954131216717642
167,A_PuertoRico_8_1934_HA_186_1697,4.988218,4.6624656,-1,,
168,A_PuertoRico_8_1934_HA_189_1532,9.458487,3.918617,2,8.96695868070952,3.954131216717642
169,A_PuertoRico_8_1934_HA_189_1560,8.719702,1.3069944,0,8.49641178176899,1.1445754861043123
170,A_PuertoRico_8_1934_HA_191_1404,5.13825,7.6625724,11,4.803301201668206,7.815872264801775
171,A_PuertoRico_8_1934_HA_191_1644,4.8072624,3.9430277,-1,,
172,A_PuertoRico_8_1934_HA_192_1397,5.1766677,2.6588345,-1,,
173,A_PuertoRico_8_1934_HA_193_1489,9.179658,4.0873165,2,8.96695868070952,3.954131216717642
174,A_PuertoRico_8_1934_HA_193_1498,9.060644,3.9975817,2,8.96695868070952,3.954131216717642
175,A_PuertoRico_8_1934_HA_193_1518,9.047295,4.0168085,2,8.96695868070952,3.954131216717642
176,A_PuertoRico_8_1934_HA_193_1543,9.169075,4.11379,2,8.96695868070952,3.954131216717642
177,A_PuertoRico_8_1934_HA_194_1629,4.47765,4.441468,15,3.9057525954955215,4.912115829909577
178,A_PuertoRico_8_1934_HA_195_1397,4.896197,2.5545528,-1,,
179,A_PuertoRico_8_1934_HA_195_1481,4.681386,2.4686384,-1,,
180,A_PuertoRico_8_1934_HA_195_1548,4.739532,2.5054252,-1,,
181,A_PuertoRico_8_1934_HA_196_1490,6.2905817,3.2180953,4,6.704428848715124,4.343378866678363
182,A_PuertoRico_8_1934_HA_199_1705,5.7498226,7.095432,-1,,
183,A_PuertoRico_8_1934_HA_202_1466,6.755194,3.1638577,-1,,
184,A_PuertoRico_8_1934_HA_202_1467,4.6927934,6.482763,-1,,
185,A_PuertoRico_8_1934_HA_202_1523,6.591617,3.3368068,4,6.704428848715124,4.343378866678363
186,A_PuertoRico_8_1934_HA_205_1260,4.943697,7.040148,-1,,
187,A_PuertoRico_8_1934_HA_205_1476,5.002533,7.047654,-1,,
188,A_PuertoRico_8_1934_HA_205_1666,4.982657,6.814139,-1,,
189,A_PuertoRico_8_1934_HA_206_1345,8.667072,4.058615,2,8.96695868070952,3.954131216717642
190,A_PuertoRico_8_1934_HA_206_1440,8.620858,4.0404897,2,8.96695868070952,3.954131216717642
191,A_PuertoRico_8_1934_HA_206_1447,8.639319,4.0603786,2,8.96695868070952,3.954131216717642
192,A_PuertoRico_8_1934_HA_206_1457,8.54947,4.1148777,2,8.96695868070952,3.954131216717642
193,A_PuertoRico_8_1934_HA_206_1699,8.641014,4.0331573,2,8.96695868070952,3.954131216717642
194,A_PuertoRico_8_1934_HA_207_1344,3.7286673,6.0006585,-1,,
195,A_PuertoRico_8_1934_HA_207_233,3.6065557,5.895939,-1,,
196,A_PuertoRico_8_1934_HA_208_1501,1.2382268,6.5028343,5,1.4043419002730475,7.053061537072539
197,A_PuertoRico_8_1934_HA_208_1534,1.091662,6.658128,5,1.4043419002730475,7.053061537072539
198,A_PuertoRico_8_1934_HA_210_1343,8.907997,4.274204,2,8.96695868070952,3.954131216717642
199,A_PuertoRico_8_1934_HA_210_1428,8.865113,4.2303786,2,8.96695868070952,3.954131216717642
200,A_PuertoRico_8_1934_HA_210_1440,8.82011,4.183093,2,8.96695868070952,3.954131216717642
201,A_PuertoRico_8_1934_HA_210_1447,8.747218,4.059663,2,8.96695868070952,3.954131216717642
202,A_PuertoRico_8_1934_HA_214_1336,4.4240193,7.4289575,11,4.803301201668206,7.815872264801775
203,A_PuertoRico_8_1934_HA_214_1650,9.510912,0.13816689,0,8.49641178176899,1.1445754861043123
204,A_PuertoRico_8_1934_HA_215_1616,9.937184,5.180536,1,9.594454237891412,6.551969166469681
205,A_PuertoRico_8_1934_HA_215_1646,9.937204,5.2147207,1,9.594454237891412,6.551969166469681
206,A_PuertoRico_8_1934_HA_216_1448,6.2558646,3.3919396,4,6.704428848715124,4.343378866678363
207,A_PuertoRico_8_1934_HA_216_1678,6.4483223,3.09241,-1,,
208,A_PuertoRico_8_1934_HA_217_1459,9.150104,5.216356,1,9.594454237891412,6.551969166469681
209,A_PuertoRico_8_1934_HA_217_1499,6.6981673,2.9566145,-1,,
210,A_PuertoRico_8_1934_HA_218_1417,2.7718835,4.42399,8,2.576253741563363,3.9279947546616145
211,A_PuertoRico_8_1934_HA_218_1431,7.8364697,4.1815586,-1,,
212,A_PuertoRico_8_1934_HA_219_1648,3.4115386,5.474742,-1,,
213,A_PuertoRico_8_1934_HA_223_1080,4.4064093,6.3089895,-1,,
214,A_PuertoRico_8_1934_HA_223_1449,4.237373,6.33174,-1,,
215,A_PuertoRico_8_1934_HA_231_1428,8.3330965,4.3567195,-1,,
216,A_PuertoRico_8_1934_HA_231_1500,4.8064036,5.9398003,14,4.905333888871469,5.626336527143285
217,A_PuertoRico_8_1934_HA_235_1648,4.315139,2.4184718,-1,,
218,A_PuertoRico_8_1934_HA_236_1409,8.339401,7.111241,1,9.594454237891412,6.551969166469681
219,A_PuertoRico_8_1934_HA_243_1609,6.623023,4.5942945,4,6.704428848715124,4.343378866678363
220,A_PuertoRico_8_1934_HA_249_1490,9.408554,4.055127,2,8.96695868070952,3.954131216717642
221,A_PuertoRico_8_1934_HA_249_1532,9.5049,4.0005455,2,8.96695868070952,3.954131216717642
222,A_PuertoRico_8_1934_HA_252_910,8.527369,2.446756,0,8.49641178176899,1.1445754861043123
223,A_PuertoRico_8_1934_HA_257_1594,3.9119134,6.3256416,-1,,
224,A_PuertoRico_8_1934_HA_257_1644,4.7659636,4.0318503,-1,,
225,A_PuertoRico_8_1934_HA_262_1356,1.3223805,5.817193,12,2.0643215880534656,5.895566428126851
226,A_PuertoRico_8_1934_HA_262_1472,1.384986,5.825148,12,2.0643215880534656,5.895566428126851
227,A_PuertoRico_8_1934_HA_262_1477,1.3149704,5.7173653,-1,,
228,A_PuertoRico_8_1934_HA_262_1692,1.33125,5.8100133,12,2.0643215880534656,5.895566428126851
229,A_PuertoRico_8_1934_HA_263_1104,1.9549395,6.425134,-1,,
230,A_PuertoRico_8_1934_HA_265_1501,2.2955115,5.509508,-1,,
231,A_PuertoRico_8_1934_HA_267_1413,2.781544,3.2437408,8,2.576253741563363,3.9279947546616145
232,A_PuertoRico_8_1934_HA_272_1418,8.965868,3.5503829,2,8.96695868070952,3.954131216717642
233,A_PuertoRico_8_1934_HA_272_1538,8.842837,3.4157972,-1,,
234,A_PuertoRico_8_1934_HA_274_1378,6.7300606,3.2848716,-1,,
235,A_PuertoRico_8_1934_HA_274_1440,8.6627865,3.9205015,2,8.96695868070952,3.954131216717642
236,A_PuertoRico_8_1934_HA_274_1576,6.7508397,3.2889268,-1,,
237,A_PuertoRico_8_1934_HA_278_1428,8.919222,4.245919,2,8.96695868070952,3.954131216717642
238,A_PuertoRico_8_1934_HA_282_1349,3.49189,4.352539,-1,,
239,A_PuertoRico_8_1934_HA_283_1375,1.2737873,6.0435166,-1,,
240,A_PuertoRico_8_1934_HA_283_1420,1.2289401,6.0033846,-1,,
241,A_PuertoRico_8_1934_HA_289_1467,4.6883335,6.546682,-1,,
242,A_PuertoRico_8_1934_HA_290_1418,8.948755,3.7381616,2,8.96695868070952,3.954131216717642
243,A_PuertoRico_8_1934_HA_292_1483,2.7573059,3.794775,8,2.576253741563363,3.9279947546616145
244,A_PuertoRico_8_1934_HA_296_1217,3.5363247,2.1418853,9,3.205145982711319,2.1622231462014527
245,A_PuertoRico_8_1934_HA_296_1369,2.7678814,6.3465643,-1,,
246,A_PuertoRico_8_1934_HA_297_1363,5.5597796,7.4372997,-1,,
247,A_PuertoRico_8_1934_HA_302_1348,1.0422771,6.4392343,-1,,
248,A_PuertoRico_8_1934_HA_306_1634,3.535141,4.39068,-1,,
249,A_PuertoRico_8_1934_HA_308_1436,7.378133,3.8217196,4,6.704428848715124,4.343378866678363
250,A_PuertoRico_8_1934_HA_309_1349,3.5125985,4.357793,-1,,
251,A_PuertoRico_8_1934_HA_309_1413,2.6184325,3.148748,-1,,
252,A_PuertoRico_8_1934_HA_314_1644,4.844527,4.0519767,-1,,
253,A_PuertoRico_8_1934_HA_316_1187,9.084964,4.2606297,2,8.96695868070952,3.954131216717642
254,A_PuertoRico_8_1934_HA_316_1343,9.046583,4.234738,2,8.96695868070952,3.954131216717642
255,A_PuertoRico_8_1934_HA_316_1345,8.9806385,4.1743093,2,8.96695868070952,3.954131216717642
256,A_PuertoRico_8_1934_HA_316_1373,9.038069,4.274489,2,8.96695868070952,3.954131216717642
257,A_PuertoRico_8_1934_HA_316_1551,9.056657,4.2158256,2,8.96695868070952,3.954131216717642
258,A_PuertoRico_8_1934_HA_316_1637,9.02761,4.153294,2,8.96695868070952,3.954131216717642
259,A_PuertoRico_8_1934_HA_321_1605,1.0585327,6.6994944,5,1.4043419002730475,7.053061537072539
260,A_PuertoRico_8_1934_HA_323_1381,8.395671,4.923379,-1,,
261,A_PuertoRico_8_1934_HA_325_1359,8.9546385,3.2273076,-1,,
262,A_PuertoRico_8_1934_HA_329_1447,8.545459,3.890929,2,8.96695868070952,3.954131216717642
263,A_PuertoRico_8_1934_HA_332_1254,9.168108,4.106855,2,8.96695868070952,3.954131216717642
264,A_PuertoRico_8_1934_HA_339_1348,1.0745659,6.481689,5,1.4043419002730475,7.053061537072539
265,A_PuertoRico_8_1934_HA_350_1189,8.61436,4.0359764,2,8.96695868070952,3.954131216717642
266,A_PuertoRico_8_1934_HA_368_1392,5.5998373,7.524321,-1,,
267,A_PuertoRico_8_1934_HA_375_1080,4.390594,6.2664466,-1,,
268,A_PuertoRico_8_1934_HA_37_1503,6.777193,2.8724525,-1,,
269,A_PuertoRico_8_1934_HA_421_1258,1.8134676,6.1226773,12,2.0643215880534656,5.895566428126851
270,A_PuertoRico_8_1934_HA_434_1347,4.5896773,7.1059318,11,4.803301201668206,7.815872264801775
271,A_PuertoRico_8_1934_HA_465_1350,7.9526796,0.5158658,0,8.49641178176899,1.1445754861043123
272,A_PuertoRico_8_1934_HA_46_1565,4.0822444,2.3861096,-1,,
273,A_PuertoRico_8_1934_HA_47_107,8.851407,3.6406333,2,8.96695868070952,3.954131216717642
274,A_PuertoRico_8_1934_HA_47_1581,9.072919,3.7385726,2,8.96695868070952,3.954131216717642
275,A_PuertoRico_8_1934_HA_48_1485,4.1406837,4.194164,-1,,
276,A_PuertoRico_8_1934_HA_514_1068,10.036052,1.6270906,0,8.49641178176899,1.1445754861043123
277,A_PuertoRico_8_1934_HA_51_1540,9.621094,0.32279947,0,8.49641178176899,1.1445754861043123
278,A_PuertoRico_8_1934_HA_529_1081,1.1739402,6.0369425,-1,,
279,A_PuertoRico_8_1934_HA_549_1282,3.4035735,6.1205735,-1,,
280,A_PuertoRico_8_1934_HA_59_1478,9.391898,3.5995624,2,8.96695868070952,3.954131216717642
281,A_PuertoRico_8_1934_HA_65_1489,9.245607,4.254339,2,8.96695868070952,3.954131216717642
282,A_PuertoRico_8_1934_HA_72_1542,2.5570817,7.3446407,6,2.5020784516921593,7.597424623369904
283,A_PuertoRico_8_1934_HA_75_1514,1.6273178,6.316632,-1,,
284,A_PuertoRico_8_1934_HA_77_1613,9.01112,3.6541123,2,8.96695868070952,3.954131216717642
285,A_PuertoRico_8_1934_HA_80_1536,2.808792,2.5732148,9,3.205145982711319,2.1622231462014527
286,A_PuertoRico_8_1934_HA_81_1585,1.0924499,5.9816365,-1,,
287,A_PuertoRico_8_1934_HA_83_1481,8.750384,4.105395,2,8.96695868070952,3.954131216717642
288,A_PuertoRico_8_1934_HA_83_1543,9.248528,4.3779187,-1,,
289,A_PuertoRico_8_1934_HA_84_1558,4.3819156,6.5169134,-1,,
290,A_PuertoRico_8_1934_HA_85_1522,8.35678,3.1176484,-1,,
