Start,End,Segment,Strain,NGS_read_count
337,1749,PA,A_PuertoRico_8_1934,1
506,1833,PA,A_PuertoRico_8_1934,1
169,1971,PA,A_PuertoRico_8_1934,1
249,1865,PA,A_PuertoRico_8_1934,1
261,1623,PA,A_PuertoRico_8_1934,1
410,1887,PA,A_PuertoRico_8_1934,1
528,1631,PA,A_PuertoRico_8_1934,1
460,1735,PA,A_PuertoRico_8_1934,1
312,1854,PA,A_PuertoRico_8_1934,1
205,1744,PA,A_PuertoRico_8_1934,1
542,1721,PA,A_PuertoRico_8_1934,1
391,1800,PA,A_PuertoRico_8_1934,1
287,1972,PA,A_PuertoRico_8_1934,1
527,1708,PA,A_PuertoRico_8_1934,1
523,1776,PA,A_PuertoRico_8_1934,1
164,1659,PA,A_PuertoRico_8_1934,1
244,1772,PA,A_PuertoRico_8_1934,1
418,1719,PA,A_PuertoRico_8_1934,1
263,1876,PA,A_PuertoRico_8_1934,1
252,2013,PA,A_PuertoRico_8_1934,1
388,1891,PA,A_PuertoRico_8_1934,1
168,1971,PA,A_PuertoRico_8_1934,1
285,1834,PA,A_PuertoRico_8_1934,1
507,1960,PA,A_PuertoRico_8_1934,1
210,1831,PA,A_PuertoRico_8_1934,1
325,1949,PA,A_PuertoRico_8_1934,1
437,1631,PA,A_PuertoRico_8_1934,1
391,1740,PA,A_PuertoRico_8_1934,1
250,1767,PA,A_PuertoRico_8_1934,1
183,1707,PA,A_PuertoRico_8_1934,1
255,1899,PA,A_PuertoRico_8_1934,1
367,1718,PA,A_PuertoRico_8_1934,1
428,1793,PA,A_PuertoRico_8_1934,1
318,1774,PA,A_PuertoRico_8_1934,1
487,1869,PA,A_PuertoRico_8_1934,1
429,1942,PA,A_PuertoRico_8_1934,1
403,1637,PA,A_PuertoRico_8_1934,1
480,1997,PA,A_PuertoRico_8_1934,1
338,1617,PA,A_PuertoRico_8_1934,1
340,1964,PA,A_PuertoRico_8_1934,1
498,1951,PA,A_PuertoRico_8_1934,1
167,1906,PA,A_PuertoRico_8_1934,1
548,1790,PA,A_PuertoRico_8_1934,1
277,1996,PA,A_PuertoRico_8_1934,1
394,1696,PA,A_PuertoRico_8_1934,1
422,1918,PA,A_PuertoRico_8_1934,1
219,2009,PA,A_PuertoRico_8_1934,1
494,1888,PA,A_PuertoRico_8_1934,1
501,1958,PA,A_PuertoRico_8_1934,1
496,1692,PA,A_PuertoRico_8_1934,1
236,1971,PA,A_PuertoRico_8_1934,1
448,1822,PA,A_PuertoRico_8_1934,1
272,1655,PA,A_PuertoRico_8_1934,1
186,1993,PA,A_PuertoRico_8_1934,1
301,1782,PA,A_PuertoRico_8_1934,1
423,2002,PA,A_PuertoRico_8_1934,1
287,1727,PA,A_PuertoRico_8_1934,1
556,1921,PA,A_PuertoRico_8_1934,1
163,1872,PA,A_PuertoRico_8_1934,1
551,1927,PA,A_PuertoRico_8_1934,1
400,1616,PA,A_PuertoRico_8_1934,1
423,2015,PA,A_PuertoRico_8_1934,1
360,1996,PA,A_PuertoRico_8_1934,1
538,1803,PA,A_PuertoRico_8_1934,1
338,1775,PA,A_PuertoRico_8_1934,1
182,1698,PA,A_PuertoRico_8_1934,1
501,1849,PA,A_PuertoRico_8_1934,1
512,1772,PA,A_PuertoRico_8_1934,1
511,1992,PA,A_PuertoRico_8_1934,1
319,2013,PA,A_PuertoRico_8_1934,1
346,1762,PA,A_PuertoRico_8_1934,1
173,1852,PA,A_PuertoRico_8_1934,1
351,1805,PA,A_PuertoRico_8_1934,1
371,1943,PA,A_PuertoRico_8_1934,1
463,1782,PA,A_PuertoRico_8_1934,1
330,1853,PA,A_PuertoRico_8_1934,1
289,1803,PA,A_PuertoRico_8_1934,1
217,1994,PA,A_PuertoRico_8_1934,1
206,1709,PA,A_PuertoRico_8_1934,1
541,1901,PA,A_PuertoRico_8_1934,1
183,1652,PA,A_PuertoRico_8_1934,1
534,1904,PA,A_PuertoRico_8_1934,1
381,1938,PA,A_PuertoRico_8_1934,1
362,1627,PA,A_PuertoRico_8_1934,1
377,1810,PA,A_PuertoRico_8_1934,1
459,2004,PA,A_PuertoRico_8_1934,1
471,1770,PA,A_PuertoRico_8_1934,1
456,1790,PA,A_PuertoRico_8_1934,1
238,1661,PA,A_PuertoRico_8_1934,1
401,1653,PA,A_PuertoRico_8_1934,1
274,1768,PA,A_PuertoRico_8_1934,1
226,1811,PA,A_PuertoRico_8_1934,1
319,1892,PA,A_PuertoRico_8_1934,1
399,1799,PA,A_PuertoRico_8_1934,1
523,1650,PA,A_PuertoRico_8_1934,1
278,1971,PA,A_PuertoRico_8_1934,1
190,1647,PA,A_PuertoRico_8_1934,1
484,1904,PA,A_PuertoRico_8_1934,1
229,1866,PA,A_PuertoRico_8_1934,1
374,1889,PA,A_PuertoRico_8_1934,1
341,1822,PA,A_PuertoRico_8_1934,1
391,1852,PA,A_PuertoRico_8_1934,1
323,1868,PA,A_PuertoRico_8_1934,1
549,1892,PA,A_PuertoRico_8_1934,1
240,1987,PA,A_PuertoRico_8_1934,1
377,1759,PA,A_PuertoRico_8_1934,1
465,1793,PA,A_PuertoRico_8_1934,1
489,1694,PA,A_PuertoRico_8_1934,1
176,1836,PA,A_PuertoRico_8_1934,1
281,1682,PA,A_PuertoRico_8_1934,1
359,1937,PA,A_PuertoRico_8_1934,1
185,1775,PA,A_PuertoRico_8_1934,1
519,1966,PA,A_PuertoRico_8_1934,1
513,1650,PA,A_PuertoRico_8_1934,1
288,1894,PA,A_PuertoRico_8_1934,1
318,1962,PA,A_PuertoRico_8_1934,1
413,1658,PA,A_PuertoRico_8_1934,1
200,1976,PA,A_PuertoRico_8_1934,1
330,1885,PA,A_PuertoRico_8_1934,1
240,1891,PA,A_PuertoRico_8_1934,1
468,1853,PA,A_PuertoRico_8_1934,1
342,1890,PA,A_PuertoRico_8_1934,1
353,1900,PA,A_PuertoRico_8_1934,1
311,1760,PA,A_PuertoRico_8_1934,1
498,1694,PA,A_PuertoRico_8_1934,1
427,1995,PA,A_PuertoRico_8_1934,1
497,1965,PA,A_PuertoRico_8_1934,1
253,1968,PA,A_PuertoRico_8_1934,1
295,1835,PA,A_PuertoRico_8_1934,1
559,1713,PA,A_PuertoRico_8_1934,1
196,1884,PA,A_PuertoRico_8_1934,1
341,1708,PA,A_PuertoRico_8_1934,1
525,1707,PA,A_PuertoRico_8_1934,1
558,1633,PA,A_PuertoRico_8_1934,1
338,1837,PA,A_PuertoRico_8_1934,1
235,1762,PA,A_PuertoRico_8_1934,1
184,1851,PA,A_PuertoRico_8_1934,1
235,1793,PA,A_PuertoRico_8_1934,1
545,1881,PA,A_PuertoRico_8_1934,1
348,2012,PA,A_PuertoRico_8_1934,1
243,1985,PA,A_PuertoRico_8_1934,1
553,1929,PA,A_PuertoRico_8_1934,1
162,1888,PA,A_PuertoRico_8_1934,1
247,1733,PA,A_PuertoRico_8_1934,1
213,1800,PA,A_PuertoRico_8_1934,1
254,1871,PA,A_PuertoRico_8_1934,1
323,1846,PA,A_PuertoRico_8_1934,1
507,1718,PA,A_PuertoRico_8_1934,1
342,1887,PA,A_PuertoRico_8_1934,1
367,1925,PA,A_PuertoRico_8_1934,1
280,2012,PA,A_PuertoRico_8_1934,1
342,1936,PA,A_PuertoRico_8_1934,1
342,1873,PA,A_PuertoRico_8_1934,1
319,1768,PA,A_PuertoRico_8_1934,1
224,1734,PA,A_PuertoRico_8_1934,1
451,1814,PA,A_PuertoRico_8_1934,1
245,1698,PA,A_PuertoRico_8_1934,1
281,2011,PA,A_PuertoRico_8_1934,1
195,1748,PA,A_PuertoRico_8_1934,1
439,1965,PA,A_PuertoRico_8_1934,1
545,1919,PA,A_PuertoRico_8_1934,1
395,1722,PA,A_PuertoRico_8_1934,1
180,1734,PA,A_PuertoRico_8_1934,1
259,1655,PA,A_PuertoRico_8_1934,1
232,1729,PA,A_PuertoRico_8_1934,1
263,1923,PA,A_PuertoRico_8_1934,1
427,1713,PA,A_PuertoRico_8_1934,1
220,2006,PA,A_PuertoRico_8_1934,1
294,1751,PA,A_PuertoRico_8_1934,1
187,1721,PA,A_PuertoRico_8_1934,1
515,1803,PA,A_PuertoRico_8_1934,1
445,1974,PA,A_PuertoRico_8_1934,1
433,1679,PA,A_PuertoRico_8_1934,1
227,1795,PA,A_PuertoRico_8_1934,1
199,2003,PA,A_PuertoRico_8_1934,1
175,1688,PA,A_PuertoRico_8_1934,1
325,1822,PA,A_PuertoRico_8_1934,1
224,1623,PA,A_PuertoRico_8_1934,1
384,1737,PA,A_PuertoRico_8_1934,1
372,2014,PA,A_PuertoRico_8_1934,1
254,1799,PA,A_PuertoRico_8_1934,1
390,1965,PA,A_PuertoRico_8_1934,1
513,1855,PA,A_PuertoRico_8_1934,1
249,1891,PA,A_PuertoRico_8_1934,1
402,1794,PA,A_PuertoRico_8_1934,1
301,1853,PA,A_PuertoRico_8_1934,1
237,1717,PA,A_PuertoRico_8_1934,1
311,1947,PA,A_PuertoRico_8_1934,1
518,1916,PA,A_PuertoRico_8_1934,1
380,1834,PA,A_PuertoRico_8_1934,1
377,1681,PA,A_PuertoRico_8_1934,1
283,1804,PA,A_PuertoRico_8_1934,1
442,1653,PA,A_PuertoRico_8_1934,1
405,1966,PA,A_PuertoRico_8_1934,1
218,1787,PA,A_PuertoRico_8_1934,1
353,1949,PA,A_PuertoRico_8_1934,1
463,1891,PA,A_PuertoRico_8_1934,1
468,1768,PA,A_PuertoRico_8_1934,1
503,1732,PA,A_PuertoRico_8_1934,1
294,1747,PA,A_PuertoRico_8_1934,1
262,1764,PA,A_PuertoRico_8_1934,1
401,1871,PA,A_PuertoRico_8_1934,1
512,1671,PA,A_PuertoRico_8_1934,1
550,1769,PA,A_PuertoRico_8_1934,1
553,1907,PA,A_PuertoRico_8_1934,1
405,1785,PA,A_PuertoRico_8_1934,1
399,1776,PA,A_PuertoRico_8_1934,1
312,1646,PA,A_PuertoRico_8_1934,1
476,1977,PA,A_PuertoRico_8_1934,1
321,1776,PA,A_PuertoRico_8_1934,1
258,1848,PA,A_PuertoRico_8_1934,1
443,1804,PA,A_PuertoRico_8_1934,1
447,1930,PA,A_PuertoRico_8_1934,1
231,1742,PA,A_PuertoRico_8_1934,1
267,2009,PA,A_PuertoRico_8_1934,1
292,1767,PA,A_PuertoRico_8_1934,1
418,1902,PA,A_PuertoRico_8_1934,1
195,1897,PA,A_PuertoRico_8_1934,1
411,1881,PA,A_PuertoRico_8_1934,1
421,1908,PA,A_PuertoRico_8_1934,1
281,1946,PA,A_PuertoRico_8_1934,1
459,1912,PA,A_PuertoRico_8_1934,1
330,1851,PA,A_PuertoRico_8_1934,1
182,1750,PA,A_PuertoRico_8_1934,1
225,1659,PA,A_PuertoRico_8_1934,1
452,1652,PA,A_PuertoRico_8_1934,1
271,1925,PA,A_PuertoRico_8_1934,1
481,1809,PA,A_PuertoRico_8_1934,1
541,1806,PA,A_PuertoRico_8_1934,1
384,1885,PA,A_PuertoRico_8_1934,1
493,1799,PA,A_PuertoRico_8_1934,1
199,1930,PA,A_PuertoRico_8_1934,1
417,1671,PA,A_PuertoRico_8_1934,1
381,1870,PA,A_PuertoRico_8_1934,1
221,1763,PA,A_PuertoRico_8_1934,1
550,1657,PA,A_PuertoRico_8_1934,1
296,1958,PA,A_PuertoRico_8_1934,1
289,1620,PA,A_PuertoRico_8_1934,1
319,1722,PA,A_PuertoRico_8_1934,1
435,1931,PA,A_PuertoRico_8_1934,1
343,1813,PA,A_PuertoRico_8_1934,1
396,1616,PA,A_PuertoRico_8_1934,1
387,2010,PA,A_PuertoRico_8_1934,1
504,1951,PA,A_PuertoRico_8_1934,1
359,1813,PA,A_PuertoRico_8_1934,1
247,1806,PA,A_PuertoRico_8_1934,1
499,1750,PA,A_PuertoRico_8_1934,1
493,1840,PA,A_PuertoRico_8_1934,1
187,1800,PA,A_PuertoRico_8_1934,1
430,1644,PA,A_PuertoRico_8_1934,1
387,1649,PA,A_PuertoRico_8_1934,1
341,1735,PA,A_PuertoRico_8_1934,1
515,1684,PA,A_PuertoRico_8_1934,1
493,1713,PA,A_PuertoRico_8_1934,1
301,1965,PA,A_PuertoRico_8_1934,1
553,1903,PA,A_PuertoRico_8_1934,1
498,1765,PA,A_PuertoRico_8_1934,1
387,1922,PA,A_PuertoRico_8_1934,1
523,1664,PA,A_PuertoRico_8_1934,1
267,1821,PA,A_PuertoRico_8_1934,1
196,1940,PA,A_PuertoRico_8_1934,1
506,1667,PA,A_PuertoRico_8_1934,1
475,1967,PA,A_PuertoRico_8_1934,1
206,1766,PA,A_PuertoRico_8_1934,1
419,1838,PA,A_PuertoRico_8_1934,1
374,1801,PA,A_PuertoRico_8_1934,1
345,1943,PA,A_PuertoRico_8_1934,1
548,1761,PA,A_PuertoRico_8_1934,1
414,1623,PA,A_PuertoRico_8_1934,1
349,1690,PA,A_PuertoRico_8_1934,1
455,1915,PA,A_PuertoRico_8_1934,1
254,1624,PA,A_PuertoRico_8_1934,1
451,1741,PA,A_PuertoRico_8_1934,1
536,1647,PA,A_PuertoRico_8_1934,1
344,1658,PA,A_PuertoRico_8_1934,1
231,1694,PA,A_PuertoRico_8_1934,1
360,1803,PA,A_PuertoRico_8_1934,1
241,1847,PA,A_PuertoRico_8_1934,1
268,1763,PA,A_PuertoRico_8_1934,1
424,1920,PA,A_PuertoRico_8_1934,1
170,1646,PA,A_PuertoRico_8_1934,1
312,1988,PA,A_PuertoRico_8_1934,1
472,1746,PA,A_PuertoRico_8_1934,1
266,1648,PA,A_PuertoRico_8_1934,1
532,1810,PA,A_PuertoRico_8_1934,1
412,1634,PA,A_PuertoRico_8_1934,1
374,1650,PA,A_PuertoRico_8_1934,1
389,1926,PA,A_PuertoRico_8_1934,1
230,1909,PA,A_PuertoRico_8_1934,1
380,1646,PA,A_PuertoRico_8_1934,1
368,1861,PA,A_PuertoRico_8_1934,1
460,1696,PA,A_PuertoRico_8_1934,1
516,1789,PA,A_PuertoRico_8_1934,1
432,1809,PA,A_PuertoRico_8_1934,1
