Start,End,Segment,Strain,NGS_read_count
238,873,PA,A_PuertoRico_8_1934,1
371,1138,PA,A_PuertoRico_8_1934,1
134,1069,PA,A_PuertoRico_8_1934,1
82,1086,PA,A_PuertoRico_8_1934,1
295,910,PA,A_PuertoRico_8_1934,1
90,1083,PA,A_PuertoRico_8_1934,1
164,1106,PA,A_PuertoRico_8_1934,1
394,1084,PA,A_PuertoRico_8_1934,1
125,915,PA,A_PuertoRico_8_1934,1
449,1222,PA,A_PuertoRico_8_1934,1
137,1024,PA,A_PuertoRico_8_1934,1
184,930,PA,A_PuertoRico_8_1934,1
268,935,PA,A_PuertoRico_8_1934,1
468,1010,PA,A_PuertoRico_8_1934,1
459,967,PA,A_PuertoRico_8_1934,1
386,1058,PA,A_PuertoRico_8_1934,1
425,868,PA,A_PuertoRico_8_1934,1
77,1188,PA,A_PuertoRico_8_1934,1
184,1007,PA,A_PuertoRico_8_1934,1
313,978,PA,A_PuertoRico_8_1934,1
448,1203,PA,A_PuertoRico_8_1934,1
287,917,PA,A_PuertoRico_8_1934,1
143,1124,PA,A_PuertoRico_8_1934,1
192,1144,PA,A_PuertoRico_8_1934,1
177,1056,PA,A_PuertoRico_8_1934,1
362,1048,PA,A_PuertoRico_8_1934,1
243,1017,PA,A_PuertoRico_8_1934,1
312,1140,PA,A_PuertoRico_8_1934,1
96,1198,PA,A_PuertoRico_8_1934,1
272,1155,PA,A_PuertoRico_8_1934,1
370,1110,PA,A_PuertoRico_8_1934,1
236,978,PA,A_PuertoRico_8_1934,1
359,1247,PA,A_PuertoRico_8_1934,1
223,884,PA,A_PuertoRico_8_1934,1
424,1240,PA,A_PuertoRico_8_1934,1
154,1211,PA,A_PuertoRico_8_1934,1
133,1079,PA,A_PuertoRico_8_1934,1
128,1258,PA,A_PuertoRico_8_1934,1
410,1112,PA,A_PuertoRico_8_1934,1
466,1202,PA,A_PuertoRico_8_1934,1
97,1139,PA,A_PuertoRico_8_1934,1
189,894,PA,A_PuertoRico_8_1934,1
94,1010,PA,A_PuertoRico_8_1934,1
204,1257,PA,A_PuertoRico_8_1934,1
179,1222,PA,A_PuertoRico_8_1934,1
222,1002,PA,A_PuertoRico_8_1934,1
472,1177,PA,A_PuertoRico_8_1934,1
345,1031,PA,A_PuertoRico_8_1934,1
390,1263,PA,A_PuertoRico_8_1934,1
463,995,PA,A_PuertoRico_8_1934,1
298,908,PA,A_PuertoRico_8_1934,1
170,939,PA,A_PuertoRico_8_1934,1
411,1216,PA,A_PuertoRico_8_1934,1
301,964,PA,A_PuertoRico_8_1934,1
364,1188,PA,A_PuertoRico_8_1934,1
139,1061,PA,A_PuertoRico_8_1934,1
239,932,PA,A_PuertoRico_8_1934,1
161,956,PA,A_PuertoRico_8_1934,1
148,1076,PA,A_PuertoRico_8_1934,1
152,1085,PA,A_PuertoRico_8_1934,1
120,1127,PA,A_PuertoRico_8_1934,1
288,1078,PA,A_PuertoRico_8_1934,1
118,1180,PA,A_PuertoRico_8_1934,1
369,1184,PA,A_PuertoRico_8_1934,1
352,1165,PA,A_PuertoRico_8_1934,1
425,948,PA,A_PuertoRico_8_1934,1
243,1098,PA,A_PuertoRico_8_1934,1
115,892,PA,A_PuertoRico_8_1934,1
404,876,PA,A_PuertoRico_8_1934,1
114,1182,PA,A_PuertoRico_8_1934,1
365,1244,PA,A_PuertoRico_8_1934,1
131,1182,PA,A_PuertoRico_8_1934,1
367,1231,PA,A_PuertoRico_8_1934,1
97,1093,PA,A_PuertoRico_8_1934,1
343,888,PA,A_PuertoRico_8_1934,1
92,1139,PA,A_PuertoRico_8_1934,1
333,1170,PA,A_PuertoRico_8_1934,1
413,1109,PA,A_PuertoRico_8_1934,1
342,889,PA,A_PuertoRico_8_1934,1
206,1223,PA,A_PuertoRico_8_1934,1
218,974,PA,A_PuertoRico_8_1934,1
132,1142,PA,A_PuertoRico_8_1934,1
120,1042,PA,A_PuertoRico_8_1934,1
161,1149,PA,A_PuertoRico_8_1934,1
117,1058,PA,A_PuertoRico_8_1934,1
171,1260,PA,A_PuertoRico_8_1934,1
410,869,PA,A_PuertoRico_8_1934,1
245,910,PA,A_PuertoRico_8_1934,1
133,1250,PA,A_PuertoRico_8_1934,1
238,1047,PA,A_PuertoRico_8_1934,1
384,1179,PA,A_PuertoRico_8_1934,1
359,911,PA,A_PuertoRico_8_1934,1
195,1244,PA,A_PuertoRico_8_1934,1
412,1042,PA,A_PuertoRico_8_1934,1
220,967,PA,A_PuertoRico_8_1934,1
366,1143,PA,A_PuertoRico_8_1934,1
139,917,PA,A_PuertoRico_8_1934,1
346,1228,PA,A_PuertoRico_8_1934,1
201,1210,PA,A_PuertoRico_8_1934,1
430,956,PA,A_PuertoRico_8_1934,1
81,1063,PA,A_PuertoRico_8_1934,1
256,1219,PA,A_PuertoRico_8_1934,1
362,1097,PA,A_PuertoRico_8_1934,1
344,926,PA,A_PuertoRico_8_1934,1
137,915,PA,A_PuertoRico_8_1934,1
442,1207,PA,A_PuertoRico_8_1934,1
469,1146,PA,A_PuertoRico_8_1934,1
416,865,PA,A_PuertoRico_8_1934,1
118,986,PA,A_PuertoRico_8_1934,1
436,866,PA,A_PuertoRico_8_1934,1
393,990,PA,A_PuertoRico_8_1934,1
347,1210,PA,A_PuertoRico_8_1934,1
380,1134,PA,A_PuertoRico_8_1934,1
411,908,PA,A_PuertoRico_8_1934,1
344,991,PA,A_PuertoRico_8_1934,1
127,913,PA,A_PuertoRico_8_1934,1
377,1047,PA,A_PuertoRico_8_1934,1
391,1218,PA,A_PuertoRico_8_1934,1
131,875,PA,A_PuertoRico_8_1934,1
94,935,PA,A_PuertoRico_8_1934,1
130,1201,PA,A_PuertoRico_8_1934,1
127,916,PA,A_PuertoRico_8_1934,1
169,866,PA,A_PuertoRico_8_1934,1
419,1116,PA,A_PuertoRico_8_1934,1
384,997,PA,A_PuertoRico_8_1934,1
295,1007,PA,A_PuertoRico_8_1934,1
321,889,PA,A_PuertoRico_8_1934,1
116,1216,PA,A_PuertoRico_8_1934,1
402,1188,PA,A_PuertoRico_8_1934,1
393,1002,PA,A_PuertoRico_8_1934,1
427,890,PA,A_PuertoRico_8_1934,1
435,903,PA,A_PuertoRico_8_1934,1
280,1261,PA,A_PuertoRico_8_1934,1
188,959,PA,A_PuertoRico_8_1934,1
139,866,PA,A_PuertoRico_8_1934,1
464,1009,PA,A_PuertoRico_8_1934,1
167,1092,PA,A_PuertoRico_8_1934,1
468,920,PA,A_PuertoRico_8_1934,1
470,1031,PA,A_PuertoRico_8_1934,1
427,1163,PA,A_PuertoRico_8_1934,1
431,1141,PA,A_PuertoRico_8_1934,1
168,1246,PA,A_PuertoRico_8_1934,1
250,1177,PA,A_PuertoRico_8_1934,1
396,1065,PA,A_PuertoRico_8_1934,1
220,968,PA,A_PuertoRico_8_1934,1
231,980,PA,A_PuertoRico_8_1934,1
164,1246,PA,A_PuertoRico_8_1934,1
418,1027,PA,A_PuertoRico_8_1934,1
419,1255,PA,A_PuertoRico_8_1934,1
322,925,PA,A_PuertoRico_8_1934,1
234,1178,PA,A_PuertoRico_8_1934,1
172,899,PA,A_PuertoRico_8_1934,1
474,1213,PA,A_PuertoRico_8_1934,1
130,1105,PA,A_PuertoRico_8_1934,1
241,1248,PA,A_PuertoRico_8_1934,1
167,941,PA,A_PuertoRico_8_1934,1
284,1005,PA,A_PuertoRico_8_1934,1
95,1195,PA,A_PuertoRico_8_1934,1
153,1056,PA,A_PuertoRico_8_1934,1
405,1005,PA,A_PuertoRico_8_1934,1
268,1112,PA,A_PuertoRico_8_1934,1
147,1210,PA,A_PuertoRico_8_1934,1
163,1152,PA,A_PuertoRico_8_1934,1
420,1218,PA,A_PuertoRico_8_1934,1
396,1171,PA,A_PuertoRico_8_1934,1
234,956,PA,A_PuertoRico_8_1934,1
400,954,PA,A_PuertoRico_8_1934,1
92,981,PA,A_PuertoRico_8_1934,1
111,896,PA,A_PuertoRico_8_1934,1
355,957,PA,A_PuertoRico_8_1934,1
243,1237,PA,A_PuertoRico_8_1934,1
117,1226,PA,A_PuertoRico_8_1934,1
181,953,PA,A_PuertoRico_8_1934,1
383,1246,PA,A_PuertoRico_8_1934,1
225,916,PA,A_PuertoRico_8_1934,1
117,878,PA,A_PuertoRico_8_1934,1
269,876,PA,A_PuertoRico_8_1934,1
301,906,PA,A_PuertoRico_8_1934,1
94,953,PA,A_PuertoRico_8_1934,1
87,1260,PA,A_PuertoRico_8_1934,1
186,1217,PA,A_PuertoRico_8_1934,1
301,1101,PA,A_PuertoRico_8_1934,1
370,1124,PA,A_PuertoRico_8_1934,1
263,1260,PA,A_PuertoRico_8_1934,1
271,1060,PA,A_PuertoRico_8_1934,1
143,1151,PA,A_PuertoRico_8_1934,1
226,972,PA,A_PuertoRico_8_1934,1
372,1099,PA,A_PuertoRico_8_1934,1
190,1046,PA,A_PuertoRico_8_1934,1
252,1012,PA,A_PuertoRico_8_1934,1
217,910,PA,A_PuertoRico_8_1934,1
158,1160,PA,A_PuertoRico_8_1934,1
308,1077,PA,A_PuertoRico_8_1934,1
242,1020,PA,A_PuertoRico_8_1934,1
395,1056,PA,A_PuertoRico_8_1934,1
464,980,PA,A_PuertoRico_8_1934,1
163,1062,PA,A_PuertoRico_8_1934,1
414,986,PA,A_PuertoRico_8_1934,1
411,1216,PA,A_PuertoRico_8_1934,1
277,950,PA,A_PuertoRico_8_1934,1
184,1136,PA,A_PuertoRico_8_1934,1
161,1234,PA,A_PuertoRico_8_1934,1
278,1208,PA,A_PuertoRico_8_1934,1
276,912,PA,A_PuertoRico_8_1934,1
400,1238,PA,A_PuertoRico_8_1934,1
355,1168,PA,A_PuertoRico_8_1934,1
305,1084,PA,A_PuertoRico_8_1934,1
264,1163,PA,A_PuertoRico_8_1934,1
410,1168,PA,A_PuertoRico_8_1934,1
242,871,PA,A_PuertoRico_8_1934,1
299,925,PA,A_PuertoRico_8_1934,1
403,1055,PA,A_PuertoRico_8_1934,1
219,1103,PA,A_PuertoRico_8_1934,1
204,1107,PA,A_PuertoRico_8_1934,1
332,957,PA,A_PuertoRico_8_1934,1
343,1158,PA,A_PuertoRico_8_1934,1
126,1022,PA,A_PuertoRico_8_1934,1
156,1057,PA,A_PuertoRico_8_1934,1
217,984,PA,A_PuertoRico_8_1934,1
325,1087,PA,A_PuertoRico_8_1934,1
218,1027,PA,A_PuertoRico_8_1934,1
237,1199,PA,A_PuertoRico_8_1934,1
183,1175,PA,A_PuertoRico_8_1934,1
125,920,PA,A_PuertoRico_8_1934,1
276,973,PA,A_PuertoRico_8_1934,1
289,1103,PA,A_PuertoRico_8_1934,1
244,1019,PA,A_PuertoRico_8_1934,1
174,894,PA,A_PuertoRico_8_1934,1
136,1237,PA,A_PuertoRico_8_1934,1
186,1158,PA,A_PuertoRico_8_1934,1
324,1214,PA,A_PuertoRico_8_1934,1
138,1148,PA,A_PuertoRico_8_1934,1
188,1173,PA,A_PuertoRico_8_1934,1
132,890,PA,A_PuertoRico_8_1934,1
193,998,PA,A_PuertoRico_8_1934,1
421,1002,PA,A_PuertoRico_8_1934,1
193,875,PA,A_PuertoRico_8_1934,1
298,925,PA,A_PuertoRico_8_1934,1
278,924,PA,A_PuertoRico_8_1934,1
245,1062,PA,A_PuertoRico_8_1934,1
407,1199,PA,A_PuertoRico_8_1934,1
148,1151,PA,A_PuertoRico_8_1934,1
162,874,PA,A_PuertoRico_8_1934,1
365,1177,PA,A_PuertoRico_8_1934,1
307,934,PA,A_PuertoRico_8_1934,1
330,1154,PA,A_PuertoRico_8_1934,1
351,1172,PA,A_PuertoRico_8_1934,1
279,1080,PA,A_PuertoRico_8_1934,1
198,1046,PA,A_PuertoRico_8_1934,1
447,1117,PA,A_PuertoRico_8_1934,1
462,886,PA,A_PuertoRico_8_1934,1
344,1074,PA,A_PuertoRico_8_1934,1
338,1099,PA,A_PuertoRico_8_1934,1
368,1040,PA,A_PuertoRico_8_1934,1
104,1041,PA,A_PuertoRico_8_1934,1
176,1148,PA,A_PuertoRico_8_1934,1
414,1104,PA,A_PuertoRico_8_1934,1
195,917,PA,A_PuertoRico_8_1934,1
188,1171,PA,A_PuertoRico_8_1934,1
330,1124,PA,A_PuertoRico_8_1934,1
292,1146,PA,A_PuertoRico_8_1934,1
179,973,PA,A_PuertoRico_8_1934,1
127,876,PA,A_PuertoRico_8_1934,1
88,970,PA,A_PuertoRico_8_1934,1
378,1251,PA,A_PuertoRico_8_1934,1
96,1079,PA,A_PuertoRico_8_1934,1
338,1211,PA,A_PuertoRico_8_1934,1
251,1094,PA,A_PuertoRico_8_1934,1
168,1204,PA,A_PuertoRico_8_1934,1
376,906,PA,A_PuertoRico_8_1934,1
397,1017,PA,A_PuertoRico_8_1934,1
292,960,PA,A_PuertoRico_8_1934,1
237,1025,PA,A_PuertoRico_8_1934,1
450,1235,PA,A_PuertoRico_8_1934,1
261,1133,PA,A_PuertoRico_8_1934,1
273,1223,PA,A_PuertoRico_8_1934,1
180,1078,PA,A_PuertoRico_8_1934,1
359,1193,PA,A_PuertoRico_8_1934,1
311,1102,PA,A_PuertoRico_8_1934,1
363,1044,PA,A_PuertoRico_8_1934,1
378,996,PA,A_PuertoRico_8_1934,1
329,874,PA,A_PuertoRico_8_1934,1
174,1261,PA,A_PuertoRico_8_1934,1
150,1067,PA,A_PuertoRico_8_1934,1
171,1026,PA,A_PuertoRico_8_1934,1
147,931,PA,A_PuertoRico_8_1934,1
437,953,PA,A_PuertoRico_8_1934,1
322,1011,PA,A_PuertoRico_8_1934,1
394,890,PA,A_PuertoRico_8_1934,1
97,1111,PA,A_PuertoRico_8_1934,1
275,1179,PA,A_PuertoRico_8_1934,1
242,1016,PA,A_PuertoRico_8_1934,1
440,987,PA,A_PuertoRico_8_1934,1
303,979,PA,A_PuertoRico_8_1934,1
383,1056,PA,A_PuertoRico_8_1934,1
469,900,PA,A_PuertoRico_8_1934,1
460,886,PA,A_PuertoRico_8_1934,1
264,1205,PA,A_PuertoRico_8_1934,1
321,1205,PA,A_PuertoRico_8_1934,1
388,1194,PA,A_PuertoRico_8_1934,1
428,1146,PA,A_PuertoRico_8_1934,1
161,1084,PA,A_PuertoRico_8_1934,1
411,918,PA,A_PuertoRico_8_1934,1
206,1121,PA,A_PuertoRico_8_1934,1
457,1189,PA,A_PuertoRico_8_1934,1
345,1012,PA,A_PuertoRico_8_1934,1
387,1182,PA,A_PuertoRico_8_1934,1
